tissue	state	phenotype	n_total	n_positive	percentage	CI_low	CI_high	P_value_overall
nasal	E1	atopy	21	18	85.7142857142857	63.6576012983019	96.9511032378484	0.000139659169509845
nasal	E2	atopy	27	8	29.6296296296296	13.7526553940579	50.1813666370001	0.000139659169509845
nasal	E3	atopy	7	2	28.5714285714286	3.66925661760856	70.9579136262657	0.000139659169509845
nasal	E1	asthma	21	12	57.1428571428571	34.0206309280275	78.180314311487	0.197493331173652
nasal	E2	asthma	27	10	37.037037037037	19.4007158715135	57.6320427495704	0.197493331173652
nasal	E3	asthma	7	5	71.4285714285714	29.0420863737343	96.3307433823914	0.197493331173652
nasal	E1	wheeze	21	12	57.1428571428571	34.0206309280275	78.180314311487	0.197493331173652
nasal	E2	wheeze	27	10	37.037037037037	19.4007158715135	57.6320427495704	0.197493331173652
nasal	E3	wheeze	7	5	71.4285714285714	29.0420863737343	96.3307433823914	0.197493331173652
