	GSM469508	GSM469509	GSM469510	GSM469511	GSM469512	GSM469513	GSM469514	GSM469515	GSM469516	GSM469517	GSM469518	GSM469519	GSM469520	GSM469521	GSM469522	GSM469523
REEP2	2.15135133	2.221201387	2.185508283	2.231836929	2.183571129	2.350303145	2.187900545	2.195691116	2.172692986	2.144342029	2.156021497	2.20131837	2.32348143	2.224550438	2.185736622	2.196043522
REEP4	3.271096249	3.283659462	3.2353466	3.260125388	3.437847441	3.149044827	3.200338305	3.105219946	3.079878252	3.633640439	3.094143922	2.922856457	3.01701316	3.098578066	3.498841828	2.921334462
REEP5	7.577744553	6.425113379	6.110298217	7.68975449	7.255710293	7.373415707	7.140655285	7.322412494	7.343901826	6.477779964	7.732131273	7.167368297	7.782520276	8.019293131	6.481993925	7.774444353
REG1A	2.509894521	2.82558256	2.735781544	2.817938142	2.701119603	2.623997478	2.717543377	2.597482841	2.518899993	2.514339433	2.582305527	2.580818441	2.611097962	2.558241473	2.627746222	2.653718134
REG1B	2.12779	2.210347221	2.188254454	2.201497328	2.20396748	2.16279917	2.171051849	2.139798107	2.13151374	2.124472883	2.130059353	2.137130502	2.160354317	2.142136333	2.156840259	2.166503974
REG1P	2.129028724	2.236914912	2.211289648	2.321714458	2.194119175	2.195006554	2.202475369	2.157758929	2.188728181	2.157707821	2.174515783	2.191160045	2.185204568	2.193936835	2.192216883	2.199836314
REG3A	2.430215404	2.581375065	2.521203872	2.567063094	2.481400471	2.446606077	2.506244973	2.44010982	2.437772445	2.427358658	2.428354226	2.442694389	2.454088595	2.443256066	2.447048933	2.446457897
REL	3.08336412	3.64643388	4.162596596	3.228332056	3.619257579	3.054619501	3.329898107	3.364051697	2.854967287	3.747868195	2.972646345	3.041260448	3.098743376	2.879277914	3.123472996	3.141898691
RELA	5.94937385	5.874471126	6.124590707	5.989655164	5.826395711	6.291152023	5.736749936	5.677676587	6.01875649	6.097853167	5.733253053	5.671065904	5.665208387	6.11614905	5.705771082	5.378472448
RELB	2.455513689	2.505858254	2.611374274	2.46608801	2.470984513	2.474007757	2.467906447	2.434325123	2.673219387	2.973357822	2.346594798	2.477295903	2.483992946	2.475040478	2.477365833	2.47154429
RELN	2.545433277	2.756666349	2.74956588	2.792007745	2.678253188	3.370901694	2.691008963	2.842314897	2.598986098	2.490421951	2.627518392	2.606160921	2.660259411	2.642479762	2.660491863	2.669672567
REM1	3.458108249	3.537277835	3.657648591	3.863659656	3.501678011	3.957598699	3.681483382	3.620685459	3.542781981	3.317588425	3.447008999	3.488642775	3.720935229	3.544333111	3.499579123	3.536892388
REN	2.239405785	2.322752012	2.30470295	2.370467105	2.328861169	2.291543453	2.30009124	2.270003613	2.270832987	2.288210743	2.243460253	2.274054822	2.287335781	2.258914338	2.28366568	2.283428437
RENBP	2.355120371	2.359420993	2.36609221	2.344195182	2.33294712	2.356388892	2.410379476	2.329625444	2.333247052	2.276047204	2.347191931	2.506071923	2.353711432	2.341747383	2.394397345	2.369938997
REPIN1	6.847639189	6.274279431	6.85973627	7.09205246	7.605136139	7.439882446	7.71219123	7.198458435	7.631679918	6.447718556	7.267770803	6.936469079	7.245517998	7.135216541	7.504479077	6.26616999
REPS1	2.914047273	4.248357446	4.015033693	4.154811271	3.795792787	3.198202732	3.723574168	3.139565644	2.928752092	2.868109776	3.109241307	2.899453456	3.183599764	3.13149628	3.288421856	3.405530991
REPS2	2.546014417	2.619219913	2.592049906	3.186891029	2.948362487	2.591402318	2.692269545	2.579336571	2.800876748	2.521125412	2.509360567	2.763664246	2.602500166	2.586057421	2.581372728	2.591419362
RER1	6.881860644	6.644974792	7.63906932	7.128431903	7.181929092	6.742428941	6.715792774	7.051224116	6.991594754	6.973664516	6.673531619	7.020807327	6.915943635	6.974850165	6.808439145	6.531877408
RERE	5.776945158	4.590281317	4.677092493	4.22876042	4.850941137	5.177645634	5.3115734	4.947554034	5.185217746	5.15049979	5.362944042	5.251373152	5.184333521	5.947957104	5.332506082	4.709107938
RERGL	2.744098407	3.956929978	3.592892313	3.421232346	3.206457635	3.002367125	3.247936809	2.977730293	2.834100852	2.710398786	2.943796799	2.840178969	2.987828682	2.866971482	3.011090547	3.025713322
REST	4.885902648	4.519829994	4.169205132	4.277934028	4.541173395	3.79297414	3.993784202	3.976644326	3.931042832	3.986084803	4.057034658	4.220691046	3.689926106	3.818101106	3.901037391	4.069583113
RET	2.591707272	3.256882762	2.920203833	3.190434764	2.860344541	2.714395057	2.848638751	2.683333724	2.602789845	2.568396216	2.638568109	2.596716876	2.689871504	2.600325597	2.769529337	2.76229295
RETN	4.746041716	2.599268393	2.578535513	2.591296791	2.552451459	2.527543465	2.566680308	2.544558163	2.410129652	3.041035564	2.533173695	4.060054626	2.562487563	2.473641977	2.559668605	2.56567223
RETSAT	4.036733456	3.271435372	3.4870502	3.596873924	3.576442441	3.360276048	3.583127636	3.612353452	3.795819513	3.909292936	3.444729476	3.657205984	4.18799997	3.668510228	3.100893365	4.140092934
REV1	5.79791303	5.235649877	5.621503414	5.692730143	5.776097042	4.837469256	5.837342882	5.16279758	5.350276508	5.220214399	5.601751944	5.34549882	5.275410583	5.440861623	4.633356587	5.876552936
REV3L	4.327481873	3.926755432	2.801178507	3.435839995	3.405859411	3.603651179	3.071987222	3.213516017	3.174531855	4.31226025	4.367912155	3.563917884	3.520355008	3.456042087	3.260198337	3.324189893
REXO2	7.045442992	7.733857222	7.552671165	8.072937555	8.079784907	7.320599527	7.88610403	7.501812113	8.042104871	7.177872116	7.528479014	7.476129326	7.578353952	7.539389764	7.193298113	7.549313116
REXO4	2.208024522	2.098825921	2.204128958	2.211934151	2.19993452	2.395863197	2.204215149	2.206920797	2.214286581	2.259235098	2.195228754	2.176884905	2.221378125	2.579843613	2.213537158	2.210949798
RFC1	4.079004878	3.6159853	3.710942829	3.631813704	3.511531128	3.537923438	3.438584363	3.660800389	3.520552126	4.197395522	3.55016284	3.797469407	4.016216844	3.535924389	3.506788585	3.650186131
RFC2	3.750625988	3.523357877	3.417983074	3.434537168	3.44324815	3.389282279	3.450483656	3.4396142	3.538924806	4.130039307	3.364478637	3.440333058	3.396838384	3.364263693	3.507772783	3.444903101
RFC3	3.553877911	3.468204279	3.561633738	3.379605017	3.306355622	3.477383633	3.694874663	3.526025704	3.371583378	4.424417532	3.454829625	3.461203659	3.346276412	3.414385929	3.426661455	3.493363164
RFC4	3.061371575	3.320369698	3.251018778	3.02586099	3.27858317	3.080115144	3.139601566	2.994395716	3.56086981	4.774182846	3.574294776	3.154381064	3.302378402	3.22283764	3.14028852	3.052539258
RFC5	4.121903587	5.054241797	7.580863492	5.120585942	6.578424658	4.003066309	4.824431278	5.292739562	3.185060965	6.698005084	4.356540153	4.723152775	5.294310776	3.171777878	4.912290989	5.362752245
RFK	5.699079452	4.822960809	5.288786755	5.074938892	4.583700044	5.150300021	4.393603269	5.079502204	5.623395436	5.606267453	5.179369188	5.548023887	5.578195252	4.977155065	4.904449521	5.091806643
RFNG	2.615048813	2.581398166	2.534730408	3.029906812	2.527481201	2.863054042	2.528888818	2.539842864	2.538377646	2.328445169	2.770459356	2.469921308	2.535199185	2.536961638	2.537382662	2.532885577
RFPL1	3.211115142	5.266207921	4.905140969	4.398965395	4.75710161	3.638785168	4.438644541	3.593478916	3.298535228	3.296850934	3.589970423	3.197903987	3.465440943	3.290444856	3.882484465	4.139697709
RFPL1S	2.470397249	2.796350687	2.866104973	2.87566894	2.682759213	2.583891081	2.71476585	2.510236819	2.447034981	2.427352998	2.520899953	2.445775076	2.564464951	2.470236335	2.617132555	2.595201853
RFPL2	2.340011975	2.421863281	2.448160006	2.564654969	2.39299628	2.380598849	2.416761083	2.350151142	2.351534695	2.338242447	2.346423762	2.364748097	2.37988487	2.357428864	2.416604783	2.383730598
RFPL3	2.349006806	2.419144947	2.341392867	2.411421695	2.388307289	2.456712007	2.390081768	2.36531564	2.358602167	2.355255927	2.352718028	2.373392269	2.387834513	2.35659442	2.380298028	2.459816716
RFPL3S	2.415234929	2.752055182	2.651300762	2.683569318	2.765779202	2.536839656	2.831715481	2.4743786	2.425241855	2.43620696	2.483909665	2.428429858	2.527821158	2.472570916	2.543497957	2.589965759
RFTN1	4.756199202	4.778133562	4.850783843	4.564701158	4.685289916	4.760809413	4.768008143	4.563077076	5.232033517	5.469203783	5.51767257	5.754878268	4.752826216	4.59196823	5.957138907	3.820086208
RFWD3	2.935786136	3.211150087	3.202629737	3.288842182	3.044109235	2.999919213	3.030446012	2.960377877	2.911525825	2.950973686	2.952566558	2.953315777	2.982170847	2.803847889	2.947379738	3.147659124
RFX1	2.099775435	2.184545726	2.157825183	2.176532438	2.142080425	2.137060418	2.145971892	2.116198232	2.109538235	2.097459832	2.105115291	2.116338364	2.133271816	2.118555006	2.145229402	2.158371545
RFX2	3.138726008	3.252967278	3.02931378	2.840694709	2.814086023	3.032435871	3.206188954	3.216127424	3.453618763	3.459244249	3.228953159	3.181218325	3.394472512	4.10324328	3.181018571	2.891145971
RFX3	2.894740587	3.281661771	2.923662967	3.036021572	2.888633254	2.884079	2.934551445	2.877629341	2.628996835	2.725741383	2.869514156	2.878990434	3.348364263	2.693703431	2.904941389	2.898317287
RFX4	2.471729752	2.809356567	2.75604507	2.780530638	2.718741638	2.639165831	2.776193288	2.613953063	2.602740252	2.43472689	2.562172073	2.541013039	2.608565474	2.614498577	2.632404777	2.647553745
RFX5	5.254252488	5.356274198	6.383335539	4.900721108	5.402488308	4.407828774	5.299278418	5.029993457	6.048452578	5.88170348	5.261041754	5.2800413	4.420586513	5.427840679	4.965221418	4.236917055
RFX7	2.882256778	3.785985845	3.436457075	3.227331288	3.361649448	3.033438364	3.144280679	2.887134189	2.746434882	2.746814828	2.915155311	2.729598762	3.081522354	2.943230316	2.971524825	3.090686159
RFXANK	5.071251427	5.903973071	4.269413748	4.282749596	5.057043316	4.935178507	5.250217437	4.879714416	5.749572813	5.675084426	5.380961616	5.06747623	5.058500841	5.097395568	5.449664024	4.456174775
RFXAP	2.410147767	2.675977641	2.785130251	2.645370025	2.560400067	2.482625331	2.586798666	2.441890695	2.416547928	2.396849992	2.419621673	2.4183423	2.474358234	2.430467052	2.488367472	2.501554135
RGCC	8.24020691	7.424824309	7.291347649	7.153208913	7.392557629	6.949506869	7.555275858	7.561919274	7.849668362	8.325912963	7.447646383	8.857471852	7.122605708	7.220914533	7.630006651	6.900797702
RGL1	4.211758418	4.133845885	8.491637295	5.37402311	3.718497204	5.416588652	4.440941021	4.592403608	4.897832304	5.975005667	4.77307083	4.893435298	4.898830609	4.876671304	4.188180217	4.001332575
RGL2	5.018521436	4.591542648	4.139171032	4.812904275	4.435499225	6.494189478	4.979922021	5.852622325	5.862977251	4.280158076	5.766973633	5.374664784	5.43807179	5.718284424	5.719220748	5.321065968
RGN	2.352790186	2.485052607	2.432989092	2.612545711	2.456655036	2.55210214	2.540268774	2.396162309	2.388589773	2.384792368	2.363980297	2.359447109	2.537585228	2.411847959	2.465290979	2.415724043
RGP1	3.376116677	3.763453897	3.647245617	3.586234264	4.030908466	3.522367173	3.537871188	3.478275723	3.466093912	3.486450468	3.624474119	3.297770191	3.558940278	3.592166021	3.523070862	3.518667165
RGR	2.655497235	2.917949209	3.007642295	2.792650543	2.841783222	2.797542231	2.835393455	3.40755361	2.650863083	2.701199584	2.729850956	2.742503442	2.771416419	2.73615131	3.106397784	2.796301218
RGS1	8.037672693	7.423063127	7.952077651	4.254877436	5.702516589	4.057438916	5.779339335	5.333229989	6.658935175	7.374141835	6.284524082	7.178395263	4.392465087	4.185622918	6.325916254	6.396719079
RGS10	4.476298819	3.96401012	5.746581199	3.472148613	4.001265706	2.870316496	3.439120935	3.278637034	4.189808933	5.151814617	4.286089894	5.40531253	3.64318786	3.350941902	3.941037201	3.119490432
RGS11	2.404850643	2.495029078	2.483743437	2.502087074	2.437101422	2.441089141	2.438141063	2.442034485	2.406850036	2.401066646	2.421926951	2.38152927	2.449724603	2.424399801	2.442175547	2.457356698
RGS12	3.077904038	4.654982527	4.33532312	4.447660533	4.189362187	3.547865648	4.096691024	3.496951299	3.09185663	3.174303966	3.632773145	3.055963695	3.478548189	3.287563437	3.648716938	3.81951053
