"term","beta","OR","CI_low","CI_high","p_value","n","events"
"Repair_z",-0.611918456705137,0.542309473212322,0.453278775375962,0.648827125187787,2.26391825176315e-11,695,348
"IFN_z",-0.260563045853266,0.770617570602221,0.643948439549363,0.922203399602068,0.00445612150340933,695,348
