"sample_id","T2_score_vst_gene_z","T2_high","median_threshold"
"HR1675",-0.894888481491746,0,0.00414386701393426
"HR1676",-1.09459718905942,0,0.00414386701393426
"HR1677",-0.967967401738006,0,0.00414386701393426
"HR1678",1.077997303478,1,0.00414386701393426
"HR1679",-1.14086241772588,0,0.00414386701393426
"HR1680",-0.60662354977126,0,0.00414386701393426
"HR1681",0.346527385774313,1,0.00414386701393426
"HR1682",-0.348521495990479,0,0.00414386701393426
"HR1683",-1.11040542977309,0,0.00414386701393426
"HR1684",-0.737634852864167,0,0.00414386701393426
"HR1686",0.161913606619766,1,0.00414386701393426
"HR1687",0.265241177874233,1,0.00414386701393426
"HR1688",0.368088100329421,1,0.00414386701393426
"HR1689",0.673033738975356,1,0.00414386701393426
"HR1690",-0.598078407731243,0,0.00414386701393426
"HR1691",1.41542724375301,1,0.00414386701393426
"HR1692",0.831483612790317,1,0.00414386701393426
"HR1693",-0.73982325372094,0,0.00414386701393426
"HR1695",0.012054563402238,1,0.00414386701393426
"HR1696",-0.838784442348051,0,0.00414386701393426
"HR1697",0.351728243087302,1,0.00414386701393426
"HR1698",0.126883406548656,1,0.00414386701393426
"HR1699",-0.928484602675862,0,0.00414386701393426
"HR1700",0.549036472765785,1,0.00414386701393426
"HR1701",-1.30802929100445,0,0.00414386701393426
"HR1702",0.255481901999915,1,0.00414386701393426
"HR1703",1.73781184112732,1,0.00414386701393426
"HR1704",0.555817186175904,1,0.00414386701393426
"HR1705",0.688252802645138,1,0.00414386701393426
"HR1706",-0.00423636587937424,0,0.00414386701393426
"HR1707",0.57160960655044,1,0.00414386701393426
"HR1708",0.214284758708909,1,0.00414386701393426
"HR1709",-1.34856870084689,0,0.00414386701393426
"HR1711",0.258977481098864,1,0.00414386701393426
"HR1712",-0.695749511294417,0,0.00414386701393426
"HR1713",1.65711640999179,1,0.00414386701393426
"HR1714",-0.293301468557811,0,0.00414386701393426
"HR1715",0.629300048557633,1,0.00414386701393426
"HR1716",0.330090763743576,1,0.00414386701393426
"HR1717",1.06890115732189,1,0.00414386701393426
"HR1718",0.313779634147304,1,0.00414386701393426
"HR1719",1.3737874439716,1,0.00414386701393426
"HR1720",-0.859502055725761,0,0.00414386701393426
"HR1721",-1.28501848779649,0,0.00414386701393426
"HR1722",1.77008955877042,1,0.00414386701393426
"HR1723",-0.921918120372367,0,0.00414386701393426
"HR1724",-0.0531960364650278,0,0.00414386701393426
"HR1725",-1.38502769887566,0,0.00414386701393426
"HR1726",0.166435250264744,1,0.00414386701393426
"HR1727",-0.807718293115349,0,0.00414386701393426
"HR1728",-1.17670242819411,0,0.00414386701393426
"HR1729",-0.44675346730694,0,0.00414386701393426
"HR1730",1.37813076111981,1,0.00414386701393426
"HR1731",1.41877280969676,1,0.00414386701393426
"HR1732",0.647979831951876,1,0.00414386701393426
"HR1733",0.00414386701393426,1,0.00414386701393426
"HR1734",1.27142490958725,1,0.00414386701393426
"HR1735",-0.131612430031251,0,0.00414386701393426
"HR1736",0.916440432989135,1,0.00414386701393426
"HR1737",1.68512281082781,1,0.00414386701393426
"HR1738",1.77075040899517,1,0.00414386701393426
"HR1739",-0.855719482100577,0,0.00414386701393426
"HR1740",0.0677094504215694,1,0.00414386701393426
"HR1741",0.413716605029363,1,0.00414386701393426
"HR1742",0.850850666463237,1,0.00414386701393426
"HR1743",-1.03740307720283,0,0.00414386701393426
"HR1744",-1.31413656442777,0,0.00414386701393426
"HR1745",-1.21520284886395,0,0.00414386701393426
"HR1746",1.7382824185939,1,0.00414386701393426
"HR1747",1.16165971185146,1,0.00414386701393426
"HR1748",1.34193394626249,1,0.00414386701393426
"HR1749",-0.899523032882188,0,0.00414386701393426
"HR1750",0.703055262378907,1,0.00414386701393426
"HR1751",-0.956065075648677,0,0.00414386701393426
"HR1752",-0.798290676298095,0,0.00414386701393426
"HR1753",1.15963596358283,1,0.00414386701393426
"HR1755",-0.910053426379918,0,0.00414386701393426
"HR1756",-1.15699645263115,0,0.00414386701393426
"HR1757",-0.931350207579946,0,0.00414386701393426
"HR1758",-0.787179665870245,0,0.00414386701393426
"HR1759",-0.260352795686502,0,0.00414386701393426
"HR1760",-1.37734290095423,0,0.00414386701393426
"HR1761",-0.574865413222985,0,0.00414386701393426
"HR1762",0.468827507263238,1,0.00414386701393426
"HR1763",-1.24292873312471,0,0.00414386701393426
"HR1764",-0.486925728975805,0,0.00414386701393426
"HR1765",-0.155212467327971,0,0.00414386701393426
"HR1766",-0.926594580292243,0,0.00414386701393426
"HR1767",-0.0377571792389918,0,0.00414386701393426
"HR1768",-1.07084276151116,0,0.00414386701393426
"HR1769",0.073046542328712,1,0.00414386701393426
"HR1770",-1.24794756854571,0,0.00414386701393426
"HR1771",0.179819184263734,1,0.00414386701393426
"HR1772",-0.985060709262453,0,0.00414386701393426
"HR1773",-0.0836778750357445,0,0.00414386701393426
"HR1774",-1.12778455795608,0,0.00414386701393426
"HR1775",-1.25654304667326,0,0.00414386701393426
"HR1776",-0.824380185223579,0,0.00414386701393426
"HR1777",0.999192068110618,1,0.00414386701393426
"HR1778",0.497477310055555,1,0.00414386701393426
"HR1779",0.557190833179119,1,0.00414386701393426
"HR1780",0.727632141154397,1,0.00414386701393426
"HR1781",0.341733713716283,1,0.00414386701393426
"HR1782",-1.08218996728774,0,0.00414386701393426
"HR1783",-1.06501886386694,0,0.00414386701393426
"HR1784",-1.02528042034443,0,0.00414386701393426
"HR1785",1.05948314349939,1,0.00414386701393426
"HR1786",-0.788356598612993,0,0.00414386701393426
"HR1787",1.27165573783336,1,0.00414386701393426
"HR1788",-1.39459914536295,0,0.00414386701393426
"HR1789",-0.855419503598532,0,0.00414386701393426
"HR1790",0.456376867950395,1,0.00414386701393426
"HR1791",1.60049781703573,1,0.00414386701393426
"HR1792",-1.19953487185006,0,0.00414386701393426
"HR1793",-1.22383840462527,0,0.00414386701393426
"HR1794",-0.977207077107001,0,0.00414386701393426
"HR1795",0.10435849039492,1,0.00414386701393426
"HR1796",1.81473409240648,1,0.00414386701393426
"HR1798",-0.179296390976219,0,0.00414386701393426
"HR1799",-0.874527481598511,0,0.00414386701393426
"HR1800",-1.19236582059788,0,0.00414386701393426
"HR1801",1.60622135956806,1,0.00414386701393426
"HR1802",0.170728802144119,1,0.00414386701393426
"HR1804",-0.37176048851848,0,0.00414386701393426
"HR1805",1.35435553995896,1,0.00414386701393426
"HR1806",0.243655284766965,1,0.00414386701393426
"HR1807",0.70013733916094,1,0.00414386701393426
"HR1808",0.640780877042485,1,0.00414386701393426
"HR1809",0.904206707142236,1,0.00414386701393426
"HR1810",0.500924326707939,1,0.00414386701393426
"HR1811",-1.26551321472812,0,0.00414386701393426
"HR1812",1.14229664715341,1,0.00414386701393426
"HR1813",-1.08804081513526,0,0.00414386701393426
"HR1814",0.222718468615171,1,0.00414386701393426
"HR1815",0.968220468593713,1,0.00414386701393426
"HR1816",0.260079082383036,1,0.00414386701393426
"HR1817",1.34861687225508,1,0.00414386701393426
"HR1818",0.594658740499483,1,0.00414386701393426
"HR1819",0.765554533796375,1,0.00414386701393426
"HR1820",-0.616029688475192,0,0.00414386701393426
"HR1821",-0.858199232201521,0,0.00414386701393426
"HR1822",1.42587828025033,1,0.00414386701393426
"HR1823",-1.00370493673591,0,0.00414386701393426
"HR1824",-0.958505536752144,0,0.00414386701393426
"HR1825",-0.750056984272112,0,0.00414386701393426
"HR1826",0.00994409104629256,1,0.00414386701393426
"HR1827",0.904621860368645,1,0.00414386701393426
"HR1828",-0.2384681625886,0,0.00414386701393426
"HR1829",0.353364871387739,1,0.00414386701393426
"HR1831",0.592827467149768,1,0.00414386701393426
"HR1832",-0.27172172180207,0,0.00414386701393426
"HR1833",1.08764770553803,1,0.00414386701393426
"HR1834",0.37178657079261,1,0.00414386701393426
"HR1835",-0.677763114987531,0,0.00414386701393426
"HR1836",1.50010620923278,1,0.00414386701393426
"HR1837",-0.144462668323649,0,0.00414386701393426
"HR1838",-0.839885484004573,0,0.00414386701393426
"HR1839",-0.45852516175337,0,0.00414386701393426
"HR1840",0.809288543868165,1,0.00414386701393426
"HR1841",-0.774206749765459,0,0.00414386701393426
"HR1842",-0.603626139208935,0,0.00414386701393426
"HR1843",0.536839851404399,1,0.00414386701393426
"HR1844",0.844115065809652,1,0.00414386701393426
"HR1846",-0.0235155900947871,0,0.00414386701393426
"HR1847",-1.18873640499959,0,0.00414386701393426
"HR1848",-0.794745995030671,0,0.00414386701393426
"HR1849",1.13697187264492,1,0.00414386701393426
"HR1850",0.858530867677475,1,0.00414386701393426
"HR1851",1.76633894758687,1,0.00414386701393426
"HR1852",-1.07913068758634,0,0.00414386701393426
"HR1854",0.0569483045107617,1,0.00414386701393426
"HR1855",-1.03016550949978,0,0.00414386701393426
"HR1856",0.116689996109061,1,0.00414386701393426
"HR1857",-0.438375329720203,0,0.00414386701393426
"HR1858",-0.547333804999092,0,0.00414386701393426
"HR1859",0.657006535072178,1,0.00414386701393426
"HR1860",-0.451119977882786,0,0.00414386701393426
"HR1862",0.566387877756606,1,0.00414386701393426
"HR1863",-0.0222454987630401,0,0.00414386701393426
"HR1864",0.478739449539401,1,0.00414386701393426
"HR1865",0.186963081859391,1,0.00414386701393426
"HR1866",-0.849740752265567,0,0.00414386701393426
"HR1867",-0.471945090017923,0,0.00414386701393426
"HR1868",-0.0246797248405577,0,0.00414386701393426
"HR1869",-1.26714311980934,0,0.00414386701393426
"HR1871",-1.29892734772867,0,0.00414386701393426
"HR1872",0.758370065427242,1,0.00414386701393426
"HR1873",1.14503328516477,1,0.00414386701393426
"HR1874",0.265068171549332,1,0.00414386701393426
"HR1875",1.24551943584711,1,0.00414386701393426
"HR1876",-1.25241842643294,0,0.00414386701393426
"HR1877",0.360963251335265,1,0.00414386701393426
"HR1878",-0.0085077108734228,0,0.00414386701393426
"HR1879",0.998977677994765,1,0.00414386701393426
"HR1880",0.636243492021283,1,0.00414386701393426
"HR1881",-0.456316510379086,0,0.00414386701393426
"HR1882",1.13541437931941,1,0.00414386701393426
"HR1883",1.43826000015542,1,0.00414386701393426
"HR1884",-0.679136056233197,0,0.00414386701393426
"HR5019",-0.944310955992599,0,0.00414386701393426
"HR5103",1.00807157548615,1,0.00414386701393426
"HR5109",-1.12991066146803,0,0.00414386701393426
"HR5111",-1.21135131398413,0,0.00414386701393426
"HR5117",-0.694342187232349,0,0.00414386701393426
"HR5147",-0.824731412291759,0,0.00414386701393426
"HR5148",0.823690010027304,1,0.00414386701393426
"HR5165",-0.912774159036461,0,0.00414386701393426
"HR5168",1.06875161491419,1,0.00414386701393426
"HR5170",-0.860411975993582,0,0.00414386701393426
"HR5172",1.01822256357316,1,0.00414386701393426
"HR5179",-0.282987966464911,0,0.00414386701393426
"HR5206",-0.824408823902494,0,0.00414386701393426
"HR5212",1.29386631868363,1,0.00414386701393426
"HR5218",-0.887640280092331,0,0.00414386701393426
"HR5236",1.08528209390551,1,0.00414386701393426
"HR5238",1.05762757389426,1,0.00414386701393426
"HR5239",1.46464732441081,1,0.00414386701393426
"HR5240",1.19973212277956,1,0.00414386701393426
"HR5241",-0.819567886097351,0,0.00414386701393426
"HR5243",0.254500029962662,1,0.00414386701393426
"HR5244",1.32487879371914,1,0.00414386701393426
"HR5245",0.420999343374248,1,0.00414386701393426
"HR5246",-0.472940595373195,0,0.00414386701393426
"HR5247",0.658726683956462,1,0.00414386701393426
"HR5248",-0.0446393745968309,0,0.00414386701393426
"HR5250",-1.37223006869003,0,0.00414386701393426
"HR5253",-0.467801146941376,0,0.00414386701393426
"HR5255",-1.04649670580886,0,0.00414386701393426
"HR5257",1.00828415313158,1,0.00414386701393426
"HR5259",-0.896413199823986,0,0.00414386701393426
"HR5260",-0.614450367771125,0,0.00414386701393426
"HR5263",-1.09146248956005,0,0.00414386701393426
"HR5266",1.28862985347923,1,0.00414386701393426
"HR5267",-1.23260361821676,0,0.00414386701393426
"HR5270",1.19071579936632,1,0.00414386701393426
"HR5271",-0.949795300593344,0,0.00414386701393426
"HR5272",-1.2356393038028,0,0.00414386701393426
"HR5273",-0.76303417209799,0,0.00414386701393426
"HR5274",0.211949562546734,1,0.00414386701393426
"HR5275",0.149417738427663,1,0.00414386701393426
"HR5276",0.928445564468497,1,0.00414386701393426
"HR5277",-0.801225046216518,0,0.00414386701393426
"HR5278",-0.750786997754624,0,0.00414386701393426
"HR5279",0.00751229292125063,1,0.00414386701393426
"HR5280",-1.09991656707476,0,0.00414386701393426
"HR5282",1.50531562750067,1,0.00414386701393426
"HR5283",-0.517048599070604,0,0.00414386701393426
"HR5285",-0.582981829638701,0,0.00414386701393426
"HR5286",-1.26832984720465,0,0.00414386701393426
"HR5287",-0.10239006893937,0,0.00414386701393426
"HR5289",-0.735207229986259,0,0.00414386701393426
"HR5292",-0.0832849102469174,0,0.00414386701393426
"HR5293",-0.582125768466397,0,0.00414386701393426
"HR5295",-0.397687434097971,0,0.00414386701393426
"HR5296",0.158371070897979,1,0.00414386701393426
"HR5298",1.37930216364482,1,0.00414386701393426
"HR5299",-1.07567508420655,0,0.00414386701393426
"HR5300",-1.00730805777471,0,0.00414386701393426
"HR5301",-1.12234626296073,0,0.00414386701393426
"HR5303",1.62374787543766,1,0.00414386701393426
"HR5314",-1.32944906167302,0,0.00414386701393426
"HR5316",-1.13651791861467,0,0.00414386701393426
"HR5317",0.8151829132097,1,0.00414386701393426
"HR5318",-1.4744662126506,0,0.00414386701393426
"HR5319",0.0722490032199921,1,0.00414386701393426
"HR5322",-0.821874966620208,0,0.00414386701393426
"HR5324",-1.02356228646389,0,0.00414386701393426
"HR5325",-1.25709619834413,0,0.00414386701393426
"HR5333",0.703745448091053,1,0.00414386701393426
"HR5334",0.380271952096571,1,0.00414386701393426
"HR5335",-0.326909811954444,0,0.00414386701393426
"HR5336",-1.54840490408212,0,0.00414386701393426
"HR5337",-0.548851302485382,0,0.00414386701393426
"HR5341",0.751244462941281,1,0.00414386701393426
"HR5342",0.371490812628921,1,0.00414386701393426
"HR5343",0.475564952078281,1,0.00414386701393426
"HR5344",1.16252972757822,1,0.00414386701393426
"HR5345",-0.58552029752967,0,0.00414386701393426
"HR5348",1.22440142737018,1,0.00414386701393426
"HR5349",0.42603049065046,1,0.00414386701393426
"HR5350",-0.780767988539441,0,0.00414386701393426
"HR5352",1.12212088354446,1,0.00414386701393426
"HR5354",-0.0383850616134165,0,0.00414386701393426
"HR5357",0.86682713567266,1,0.00414386701393426
"HR5358",-0.769904593935157,0,0.00414386701393426
"HR5359",-1.12981068908425,0,0.00414386701393426
"HR5360",0.307835483497744,1,0.00414386701393426
"HR5362",0.345053638487607,1,0.00414386701393426
"HR5363",-0.894452617423369,0,0.00414386701393426
"HR5365",-1.31373455668673,0,0.00414386701393426
"HR5366",-0.843168926015553,0,0.00414386701393426
"HR5370",-0.512467404470282,0,0.00414386701393426
"HR5372",0.112176528805218,1,0.00414386701393426
"HR5376",-0.988393979204711,0,0.00414386701393426
"HR5379",-1.00239877123648,0,0.00414386701393426
"HR5381",0.424215227662528,1,0.00414386701393426
"HR5383",-0.303606391970626,0,0.00414386701393426
"HR5384",-0.100466980417234,0,0.00414386701393426
"HR5385",0.78700482327484,1,0.00414386701393426
"HR5387",-1.13181566526066,0,0.00414386701393426
"HR5390",-0.688836854507404,0,0.00414386701393426
"HR5392",-0.88819593150934,0,0.00414386701393426
"HR5393",-1.10070417813577,0,0.00414386701393426
"HR5394",-0.475390748583441,0,0.00414386701393426
"HR5399",-1.56873373882958,0,0.00414386701393426
"HR5402",0.776385989253622,1,0.00414386701393426
"HR5409",-1.10332302350283,0,0.00414386701393426
"HR5415",-0.0474813799466511,0,0.00414386701393426
"HR5424",-1.30402193957529,0,0.00414386701393426
"HR5425",-0.700108943287841,0,0.00414386701393426
"HR5426",0.807000411310207,1,0.00414386701393426
"HR5427",-1.16090832937747,0,0.00414386701393426
"HR5429",-0.846657486862217,0,0.00414386701393426
"HR5430",0.599002310997247,1,0.00414386701393426
"HR5431",-1.42183218099696,0,0.00414386701393426
"HR5434",1.55338951023483,1,0.00414386701393426
"HR5438",0.460911230913735,1,0.00414386701393426
"HR5439",1.6215417931266,1,0.00414386701393426
"HR5441",0.826290118823909,1,0.00414386701393426
"HR5442",1.43643855303819,1,0.00414386701393426
"HR5443",0.270308745132737,1,0.00414386701393426
"HR5444",1.63445740840839,1,0.00414386701393426
