"term","branch","N","events","repair_genes_expected","repair_genes_used","repair_score_SD","beta","SE","OR","CI_low","CI_high","p_value","IFN_beta","IFN_SE","IFN_OR","IFN_CI_low","IFN_CI_high","IFN_p_value","score_definition","adjustment"
"alternative_repair_per_SD","canonical_public_rebuild",695,348,32,32,0.124834159728788,0.139239659729298,0.0781492347094933,1.14939953177798,0.986166548142085,1.3396512852118,0.0747957278590982,-0.361979416149754,0.0851713005946017,0.696296700161266,0.589245662743692,0.822796204214671,2.13754956058918e-05,"mean log2(CPM+1) over fixed32; no gene-wise standardization; predictor standardized per 1 SD","primary VST-derived IFN_z"
