state_label,T2_z,IFN_z,repair_ECM_z
E1_T2_high_IFN_low,0.824374838440457,-0.360145382054443,-0.445869453285903
E2_T2_low,-0.915708603419676,-0.0919169403662834,0.350098556066942
E3_IFN_high_repair_high,-0.0834797063860574,2.57262593627449,0.79352425770034
