sample_id,tissue,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
AF033,nasal,-29.486171626972254,17.042144430825523,2.3000302710947578,-11.76602201939274,-11.483559898701476,2.671915785884052,-12.053253609045647,6.110583703335692,-1.3063307494037493,2.9892492890190225
AF035,nasal,9.108788643385958,-1.0186695172776536,16.76028986144535,3.0622568764033318,0.04655103649542925,3.1974200726317457,6.251157441275667,-17.246713664632864,-0.37910984793662755,-1.028466997183471
AF037,nasal,-0.8271362434314057,8.053221242391402,11.360842254791097,-10.56052536636329,0.7908731697404804,-4.206395801456748,1.6077293112716893,4.135437322167819,-7.26362558711019,0.43298296780702933
AF039,nasal,-25.634187748418782,-2.9297170137139994,0.33180735346044066,14.519222001714159,1.4724638611611525,-17.4758723917036,8.767678076167357,3.4219457952624115,3.6410318077117525,1.3691451562249208
AF041,nasal,-47.635639148391284,0.37238136081414724,-10.025830462518472,-1.061885357984138,2.788313943320537,2.9716182518008267,-12.89141746390078,-9.277971125564692,3.8586203529982197,3.6308466610262538
AF043,nasal,-2.4139555967107524,-19.001609148564114,-22.98109176066996,14.439815969298857,-12.882037648330721,-3.925839037957224,9.8037244445403,5.7866917176818,-7.366386806453744,5.197149344702123
AF045,nasal,38.958523129100726,-0.9213095146864482,-3.7789906785797327,-13.884887093517978,-4.492263183027365,-0.4804977227480228,-4.2396435453384544,-1.8601086034606311,1.254507179574169,-4.475406376127157
AF047,nasal,9.242794570813519,-0.8997065700183329,16.42131209295694,8.310112358415767,-9.134440273606174,15.96470531325168,10.06012361347219,-3.3455918815812544,0.833253099616828,-3.64818910311138
AF049,nasal,14.62569840751457,8.341866404882493,0.4620375921040437,-12.175284687468295,6.204016819619968,-5.590675402099551,2.901229971231062,-7.018146018251359,-4.923316338788147,-5.067619158436501
AF051,nasal,3.5981445782186703,1.8267071229002625,13.756362933547235,4.640483266179002,0.889286306011217,-3.2842021386124647,10.688835669265115,6.153137749100933,-3.2809900615384535,2.985149885778579
AF053,nasal,-34.94652516981796,5.736194566901155,16.97130851939864,2.0948677109839324,9.408006154379722,-8.831583118275683,0.06345469554625449,-8.314876217115986,6.887390960449221,2.2809298325380514
AF055,nasal,11.304909000519904,-22.764242202477067,-20.16457674031589,11.548848144207607,-17.711670549002626,-7.285279882015917,2.945997111772868,-1.441660697622244,-0.9526187359154772,-0.4981293633944262
AF057,nasal,18.2662845517361,-2.556633247201921,4.640892158550914,-15.003383123079834,4.954853111428547,-12.524015256096082,-9.796749272532887,1.0319562644307037,-1.0692235299108814,2.055092457184986
AF059,nasal,14.448577321262121,43.271202254130806,-13.941626691279332,16.937522248538006,13.482812800998177,2.1559140280044535,7.266015107170347,9.926664789939661,-2.4286684019026787,-0.870910815522578
AF061,nasal,5.193315874371495,7.907885677462479,18.258557328454426,13.318222880414075,-3.6611533561195215,-13.148405158842793,-7.891500366131986,-7.472381986918863,-0.6816605579124629,0.15502909698174602
AF063,nasal,1.8909673656401662,2.330065343584067,-18.002197440051503,-13.127553515694613,-23.955577880446313,0.025343381991293094,1.8458050525808873,-4.276489452292511,-4.853124022537104,-6.110487993875346
