term,N,OR,CI_low,CI_high,p_value,score_definition,adjustment,provenance_status,canonical
alternative_repair_per_SD,695,1.163873208,0.997316552,1.3582456258,0.0541170294,"mean log2(CPM+1) over fixed32, standardized per SD","historical standardized IFN score; generating code not retained",HISTORICAL_PROVENANCE_ONLY,FALSE
