full_cohort,source_patient_number_column_present,source_patient_number_unique,source_patient_number_exported,privacy_safe_analysis_subject_id_created,analysis_subject_id_unique,asthma_events,asthma_subgroup,frequent_exacerbation_events_all,frequent_exacerbation_events_asthma,clinical_T2_high,regular_ICS_column_present,regular_ICS_user_count,index_event_included,source_file
325,TRUE,TRUE,FALSE,TRUE,TRUE,158,158,79,79,162,TRUE,155,TRUE,01_source_inputs/clinical/11.24(1).xlsx
