probe_id	gene_symbol	gene_title	entrez_id	present_in_series	reliable_symbol	included_before_collapse	overall_mean_expression	tie_rule
204136_at	COL7A1	collagen, type VII, alpha 1	1294	TRUE	TRUE	TRUE	3.355563142125	highest overall mean; lexical probe_id if exact mean tie
214587_at	COL8A1	collagen, type VIII, alpha 1	1295	TRUE	TRUE	TRUE	3.1084615685625	highest overall mean; lexical probe_id if exact mean tie
52651_at	COL8A2	collagen, type VIII, alpha 2	1296	TRUE	TRUE	TRUE	3.5326940904375	highest overall mean; lexical probe_id if exact mean tie
222008_at	COL9A1	collagen, type IX, alpha 1	1297	TRUE	TRUE	TRUE	2.4191060928125	highest overall mean; lexical probe_id if exact mean tie
213622_at	COL9A2	collagen, type IX, alpha 2	1298	TRUE	TRUE	TRUE	2.416841392875	highest overall mean; lexical probe_id if exact mean tie
204724_s_at	COL9A3	collagen, type IX, alpha 3	1299	TRUE	TRUE	TRUE	2.580749523125	highest overall mean; lexical probe_id if exact mean tie
207420_at	COLEC10	collectin sub-family member 10 (C-type lectin)	10584	TRUE	TRUE	TRUE	2.2050310514375	highest overall mean; lexical probe_id if exact mean tie
219873_at	COLEC11	collectin sub-family member 11	78989	TRUE	TRUE	TRUE	2.43023782475	highest overall mean; lexical probe_id if exact mean tie
221019_s_at	COLEC12	collectin sub-family member 12	81035	TRUE	TRUE	TRUE	3.02114727975	highest overall mean; lexical probe_id if exact mean tie
218473_s_at	COLGALT1	collagen beta(1-O)galactosyltransferase 1	79709	TRUE	TRUE	TRUE	4.40240120625	highest overall mean; lexical probe_id if exact mean tie
209883_at	COLGALT2	collagen beta(1-O)galactosyltransferase 2	23127	TRUE	TRUE	TRUE	2.49029235675	highest overall mean; lexical probe_id if exact mean tie
206073_at	COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	8292	TRUE	TRUE	TRUE	2.340421969	highest overall mean; lexical probe_id if exact mean tie
218439_s_at	COMMD10	COMM domain containing 10	51397	TRUE	TRUE	TRUE	2.7823327635625	highest overall mean; lexical probe_id if exact mean tie
218048_at	COMMD3	COMM domain containing 3	23412	TRUE	TRUE	TRUE	6.587443081875	highest overall mean; lexical probe_id if exact mean tie
209132_s_at	COMMD4	COMM domain containing 4	54939	TRUE	TRUE	TRUE	5.288062796375	highest overall mean; lexical probe_id if exact mean tie
218351_at	COMMD8	COMM domain containing 8	54951	TRUE	TRUE	TRUE	4.9408950331875	highest overall mean; lexical probe_id if exact mean tie
218072_at	COMMD9	COMM domain containing 9	29099	TRUE	TRUE	TRUE	4.0006164191875	highest overall mean; lexical probe_id if exact mean tie
205713_s_at	COMP	cartilage oligomeric matrix protein	1311	TRUE	TRUE	TRUE	2.648692599125	highest overall mean; lexical probe_id if exact mean tie
208818_s_at	COMT	catechol-O-methyltransferase	1312	TRUE	TRUE	TRUE	7.5410537128125	highest overall mean; lexical probe_id if exact mean tie
208684_at	COPA	coatomer protein complex, subunit alpha	1314	TRUE	TRUE	TRUE	4.9317519926875	highest overall mean; lexical probe_id if exact mean tie
201358_s_at	COPB1	coatomer protein complex, subunit beta 1	1315	TRUE	TRUE	TRUE	8.730052284125	highest overall mean; lexical probe_id if exact mean tie
201098_at	COPB2	coatomer protein complex, subunit beta 2 (beta prime)	9276	TRUE	TRUE	TRUE	7.28049235675	highest overall mean; lexical probe_id if exact mean tie
201264_at	COPE	coatomer protein complex, subunit epsilon	11316	TRUE	TRUE	TRUE	5.7557584885	highest overall mean; lexical probe_id if exact mean tie
217749_at	COPG1	coatomer protein complex, subunit gamma 1	22820	TRUE	TRUE	TRUE	6.4971345255	highest overall mean; lexical probe_id if exact mean tie
213486_at	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)	53844	TRUE	TRUE	TRUE	2.5714436319375	highest overall mean; lexical probe_id if exact mean tie
202467_s_at	COPS2	COP9 signalosome subunit 2	9318	TRUE	TRUE	TRUE	5.7842774226875	highest overall mean; lexical probe_id if exact mean tie
202078_at	COPS3	COP9 signalosome subunit 3	8533	TRUE	TRUE	TRUE	4.8548370099375	highest overall mean; lexical probe_id if exact mean tie
218042_at	COPS4	COP9 signalosome subunit 4	51138	TRUE	TRUE	TRUE	5.6582739416875	highest overall mean; lexical probe_id if exact mean tie
201652_at	COPS5	COP9 signalosome subunit 5	10987	TRUE	TRUE	TRUE	6.338656136125	highest overall mean; lexical probe_id if exact mean tie
201405_s_at	COPS6	COP9 signalosome subunit 6	10980	TRUE	TRUE	TRUE	6.21759674	highest overall mean; lexical probe_id if exact mean tie
209029_at	COPS7A	COP9 signalosome subunit 7A	50813	TRUE	TRUE	TRUE	3.2074751505625	highest overall mean; lexical probe_id if exact mean tie
219997_s_at	COPS7B	COP9 signalosome subunit 7B	64708	TRUE	TRUE	TRUE	2.5097451021875	highest overall mean; lexical probe_id if exact mean tie
202141_s_at	COPS8	COP9 signalosome subunit 8	10920	TRUE	TRUE	TRUE	6.2564450754375	highest overall mean; lexical probe_id if exact mean tie
217726_at	COPZ1	coatomer protein complex, subunit zeta 1	22818	TRUE	TRUE	TRUE	5.3725433935	highest overall mean; lexical probe_id if exact mean tie
219561_at	COPZ2	coatomer protein complex, subunit zeta 2	51226	TRUE	TRUE	TRUE	2.571080167	highest overall mean; lexical probe_id if exact mean tie
219397_at	COQ10B	coenzyme Q10 homolog B (S. cerevisiae)	80219	TRUE	TRUE	TRUE	5.399307037125	highest overall mean; lexical probe_id if exact mean tie
213379_at	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	27235	TRUE	TRUE	TRUE	4.558425586125	highest overall mean; lexical probe_id if exact mean tie
221227_x_at	COQ3	coenzyme Q3 methyltransferase	51805	TRUE	TRUE	TRUE	3.1267713449375	highest overall mean; lexical probe_id if exact mean tie
218328_at	COQ4	coenzyme Q4	51117	TRUE	TRUE	TRUE	5.590249578125	highest overall mean; lexical probe_id if exact mean tie
218760_at	COQ6	coenzyme Q6 monooxygenase	51004	TRUE	TRUE	TRUE	2.31835593925	highest overall mean; lexical probe_id if exact mean tie
209746_s_at	COQ7	coenzyme Q7 homolog, ubiquinone (yeast)	10229	TRUE	TRUE	TRUE	3.8249760159375	highest overall mean; lexical probe_id if exact mean tie
212228_s_at	COQ9	coenzyme Q9	57017	TRUE	TRUE	TRUE	5.307568069	highest overall mean; lexical probe_id if exact mean tie
220356_at	CORIN	corin, serine peptidase	10699	TRUE	TRUE	TRUE	2.471477493	highest overall mean; lexical probe_id if exact mean tie
209083_at	CORO1A	coronin, actin binding protein, 1A	11151	TRUE	TRUE	TRUE	3.26180292425	highest overall mean; lexical probe_id if exact mean tie
221754_s_at	CORO1B	coronin, actin binding protein, 1B	57175	TRUE	TRUE	TRUE	3.0542140960625	highest overall mean; lexical probe_id if exact mean tie
221676_s_at	CORO1C	coronin, actin binding protein, 1C	23603	TRUE	TRUE	TRUE	4.41478463825	highest overall mean; lexical probe_id if exact mean tie
205538_at	CORO2A	coronin, actin binding protein, 2A	7464	TRUE	TRUE	TRUE	2.923115076875	highest overall mean; lexical probe_id if exact mean tie
209789_at	CORO2B	coronin, actin binding protein, 2B	10391	TRUE	TRUE	TRUE	2.562392652625	highest overall mean; lexical probe_id if exact mean tie
219040_at	CORO7	coronin 7	79585	TRUE	TRUE	TRUE	4.193575031875	highest overall mean; lexical probe_id if exact mean tie
210182_at	CORT	cortistatin	1325	TRUE	TRUE	TRUE	3.9337151185625	highest overall mean; lexical probe_id if exact mean tie
221059_s_at	COTL1	coactosin-like F-actin binding protein 1	23406	TRUE	TRUE	TRUE	5.0263929058125	highest overall mean; lexical probe_id if exact mean tie
203858_s_at	COX10	cytochrome c oxidase assembly homolog 10 (yeast)	1352	TRUE	TRUE	TRUE	3.4728234790625	highest overall mean; lexical probe_id if exact mean tie
211727_s_at	COX11	cytochrome c oxidase assembly homolog 11 (yeast)	1353	TRUE	TRUE	TRUE	4.62623636425	highest overall mean; lexical probe_id if exact mean tie
221550_at	COX15	cytochrome c oxidase assembly homolog 15 (yeast)	1355	TRUE	TRUE	TRUE	3.6412104530625	highest overall mean; lexical probe_id if exact mean tie
206848_at	COX20	COX20 cytochrome C oxidase assembly factor	116228	TRUE	TRUE	TRUE	2.8054309315625	highest overall mean; lexical probe_id if exact mean tie
202698_x_at	COX4I1	cytochrome c oxidase subunit IV isoform 1	1327	TRUE	TRUE	TRUE	8.6353355803125	highest overall mean; lexical probe_id if exact mean tie
203663_s_at	COX5A	cytochrome c oxidase subunit Va	9377	TRUE	TRUE	TRUE	8.9539614471875	highest overall mean; lexical probe_id if exact mean tie
202343_x_at	COX5B	cytochrome c oxidase subunit Vb	1329	TRUE	TRUE	TRUE	8.665388835375	highest overall mean; lexical probe_id if exact mean tie
200925_at	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	1337	TRUE	TRUE	TRUE	10.2941494679375	highest overall mean; lexical probe_id if exact mean tie
206353_at	COX6A2	cytochrome c oxidase subunit VIa polypeptide 2	1339	TRUE	TRUE	TRUE	2.436530448875	highest overall mean; lexical probe_id if exact mean tie
201441_at	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	1340	TRUE	TRUE	TRUE	8.7119823564375	highest overall mean; lexical probe_id if exact mean tie
201754_at	COX6C	cytochrome c oxidase subunit VIc	1345	TRUE	TRUE	TRUE	9.4588432269375	highest overall mean; lexical probe_id if exact mean tie
204570_at	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	1346	TRUE	TRUE	TRUE	2.5734379035	highest overall mean; lexical probe_id if exact mean tie
201597_at	COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	1347	TRUE	TRUE	TRUE	8.97923059375	highest overall mean; lexical probe_id if exact mean tie
201256_at	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	9167	TRUE	TRUE	TRUE	7.0573591193125	highest overall mean; lexical probe_id if exact mean tie
202110_at	COX7B	cytochrome c oxidase subunit VIIb	1349	TRUE	TRUE	TRUE	8.4973731929375	highest overall mean; lexical probe_id if exact mean tie
201134_x_at	COX7C	cytochrome c oxidase subunit VIIc	1350	TRUE	TRUE	TRUE	10.1763717881875	highest overall mean; lexical probe_id if exact mean tie
201119_s_at	COX8A	cytochrome c oxidase subunit VIIIA (ubiquitous)	1351	TRUE	TRUE	TRUE	8.7159461578125	highest overall mean; lexical probe_id if exact mean tie
204846_at	CP	ceruloplasmin (ferroxidase)	1356	TRUE	TRUE	TRUE	7.2540125351875	highest overall mean; lexical probe_id if exact mean tie
205615_at	CPA1	carboxypeptidase A1 (pancreatic)	1357	TRUE	TRUE	TRUE	2.571157764	highest overall mean; lexical probe_id if exact mean tie
206212_at	CPA2	carboxypeptidase A2 (pancreatic)	1358	TRUE	TRUE	TRUE	2.342798915375	highest overall mean; lexical probe_id if exact mean tie
205624_at	CPA3	carboxypeptidase A3 (mast cell)	1359	TRUE	TRUE	TRUE	3.505665053125	highest overall mean; lexical probe_id if exact mean tie
205832_at	CPA4	carboxypeptidase A4	51200	TRUE	TRUE	TRUE	2.2337416260625	highest overall mean; lexical probe_id if exact mean tie
205509_at	CPB1	carboxypeptidase B1 (tissue)	1360	TRUE	TRUE	TRUE	2.38126050825	highest overall mean; lexical probe_id if exact mean tie
206651_s_at	CPB2	carboxypeptidase B2 (plasma)	1361	TRUE	TRUE	TRUE	2.2609011833125	highest overall mean; lexical probe_id if exact mean tie
201941_at	CPD	carboxypeptidase D	1362	TRUE	TRUE	TRUE	7.2819050515	highest overall mean; lexical probe_id if exact mean tie
201117_s_at	CPE	carboxypeptidase E	1363	TRUE	TRUE	TRUE	3.274516629	highest overall mean; lexical probe_id if exact mean tie
219578_s_at	CPEB1	cytoplasmic polyadenylation element binding protein 1	64506	TRUE	TRUE	TRUE	2.518438931	highest overall mean; lexical probe_id if exact mean tie
205773_at	CPEB3	cytoplasmic polyadenylation element binding protein 3	22849	TRUE	TRUE	TRUE	3.334534550875	highest overall mean; lexical probe_id if exact mean tie
220032_at	CPED1	cadherin-like and PC-esterase domain containing 1	79974	TRUE	TRUE	TRUE	2.629274547375	highest overall mean; lexical probe_id if exact mean tie
206368_at	CPLX2	complexin 2	10814	TRUE	TRUE	TRUE	2.62101328125	highest overall mean; lexical probe_id if exact mean tie
219775_s_at	CPLX3	complexin 3	594855	TRUE	TRUE	TRUE	3.5975212150625	highest overall mean; lexical probe_id if exact mean tie
217557_s_at	CPM	carboxypeptidase M	1368	TRUE	TRUE	TRUE	3.9182711871875	highest overall mean; lexical probe_id if exact mean tie
206256_at	CPN1	carboxypeptidase N, polypeptide 1	1369	TRUE	TRUE	TRUE	2.5013595588125	highest overall mean; lexical probe_id if exact mean tie
216223_at	CPN2	carboxypeptidase N, polypeptide 2	1370	TRUE	TRUE	TRUE	3.1011373096875	highest overall mean; lexical probe_id if exact mean tie
206918_s_at	CPNE1	copine I	8904	TRUE	TRUE	TRUE	3.06267339925	highest overall mean; lexical probe_id if exact mean tie
202119_s_at	CPNE3	copine III	8895	TRUE	TRUE	TRUE	6.54573830625	highest overall mean; lexical probe_id if exact mean tie
215700_x_at	CPNE6	copine VI (neuronal)	9362	TRUE	TRUE	TRUE	2.297725007625	highest overall mean; lexical probe_id if exact mean tie
219707_at	CPNE7	copine VII	27132	TRUE	TRUE	TRUE	2.82801787525	highest overall mean; lexical probe_id if exact mean tie
204172_at	CPOX	coproporphyrinogen oxidase	1371	TRUE	TRUE	TRUE	3.75366793	highest overall mean; lexical probe_id if exact mean tie
218610_s_at	CPPED1	calcineurin-like phosphoesterase domain containing 1	55313	TRUE	TRUE	TRUE	4.131622099625	highest overall mean; lexical probe_id if exact mean tie
208454_s_at	CPQ	carboxypeptidase Q	10404	TRUE	TRUE	TRUE	3.7802879099375	highest overall mean; lexical probe_id if exact mean tie
217564_s_at	CPS1	carbamoyl-phosphate synthase 1, mitochondrial	1373	TRUE	TRUE	TRUE	2.8323367516875	highest overall mean; lexical probe_id if exact mean tie
220479_at	CPS1-IT1	CPS1 intronic transcript 1 (non-protein coding)	29034	TRUE	TRUE	TRUE	3.1165397453125	highest overall mean; lexical probe_id if exact mean tie
201638_s_at	CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	29894	TRUE	TRUE	TRUE	2.31647749625	highest overall mean; lexical probe_id if exact mean tie
206688_s_at	CPSF4	cleavage and polyadenylation specific factor 4, 30kDa	10898	TRUE	TRUE	TRUE	2.9519120715625	highest overall mean; lexical probe_id if exact mean tie
202469_s_at	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	11052	TRUE	TRUE	TRUE	4.60840732	highest overall mean; lexical probe_id if exact mean tie
217866_at	CPSF7	cleavage and polyadenylation specific factor 7, 59kDa	79869	TRUE	TRUE	TRUE	3.6386371635	highest overall mean; lexical probe_id if exact mean tie
203633_at	CPT1A	carnitine palmitoyltransferase 1A (liver)	1374	TRUE	TRUE	TRUE	5.9438550751875	highest overall mean; lexical probe_id if exact mean tie
204263_s_at	CPT2	carnitine palmitoyltransferase 2	1376	TRUE	TRUE	TRUE	4.0108215068125	highest overall mean; lexical probe_id if exact mean tie
220734_s_at	CPTP	ceramide-1-phosphate transfer protein	80772	TRUE	TRUE	TRUE	3.94886406975	highest overall mean; lexical probe_id if exact mean tie
208146_s_at	CPVL	carboxypeptidase, vitellogenic-like	54504	TRUE	TRUE	TRUE	3.5044863451875	highest overall mean; lexical probe_id if exact mean tie
217552_x_at	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	1378	TRUE	TRUE	TRUE	3.2269497060625	highest overall mean; lexical probe_id if exact mean tie
205544_s_at	CR2	complement component (3d/Epstein Barr virus) receptor 2	1380	TRUE	TRUE	TRUE	2.3772606385	highest overall mean; lexical probe_id if exact mean tie
205350_at	CRABP1	cellular retinoic acid binding protein 1	1381	TRUE	TRUE	TRUE	2.3687609176875	highest overall mean; lexical probe_id if exact mean tie
202575_at	CRABP2	cellular retinoic acid binding protein 2	1382	TRUE	TRUE	TRUE	2.5444840775625	highest overall mean; lexical probe_id if exact mean tie
209833_at	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	8738	TRUE	TRUE	TRUE	3.532494197375	highest overall mean; lexical probe_id if exact mean tie
209522_s_at	CRAT	carnitine O-acetyltransferase	1384	TRUE	TRUE	TRUE	4.388498745625	highest overall mean; lexical probe_id if exact mean tie
220522_at	CRB1	crumbs family member 1, photoreceptor morphogenesis associated	23418	TRUE	TRUE	TRUE	2.1050584158125	highest overall mean; lexical probe_id if exact mean tie
218142_s_at	CRBN	cereblon	51185	TRUE	TRUE	TRUE	4.2674939980625	highest overall mean; lexical probe_id if exact mean tie
203898_at	CRCP	CGRP receptor component	27297	TRUE	TRUE	TRUE	3.64678969025	highest overall mean; lexical probe_id if exact mean tie
220620_at	CRCT1	cysteine-rich C-terminal 1	54544	TRUE	TRUE	TRUE	2.15731117325	highest overall mean; lexical probe_id if exact mean tie
204314_s_at	CREB1	cAMP responsive element binding protein 1	1385	TRUE	TRUE	TRUE	3.6560721816875	highest overall mean; lexical probe_id if exact mean tie
209432_s_at	CREB3	cAMP responsive element binding protein 3	10488	TRUE	TRUE	TRUE	5.1808626376875	highest overall mean; lexical probe_id if exact mean tie
213059_at	CREB3L1	cAMP responsive element binding protein 3-like 1	90993	TRUE	TRUE	TRUE	4.6183964871875	highest overall mean; lexical probe_id if exact mean tie
212345_s_at	CREB3L2	cAMP responsive element binding protein 3-like 2	64764	TRUE	TRUE	TRUE	4.32171491125	highest overall mean; lexical probe_id if exact mean tie
202160_at	CREBBP	CREB binding protein	1387	TRUE	TRUE	TRUE	4.49063249525	highest overall mean; lexical probe_id if exact mean tie
201989_s_at	CREBL2	cAMP responsive element binding protein-like 2	1389	TRUE	TRUE	TRUE	6.093921135125	highest overall mean; lexical probe_id if exact mean tie
202978_s_at	CREBZF	CREB/ATF bZIP transcription factor	58487	TRUE	TRUE	TRUE	3.6114700973125	highest overall mean; lexical probe_id if exact mean tie
201200_at	CREG1	cellular repressor of E1A-stimulated genes 1	8804	TRUE	TRUE	TRUE	6.8533220248125	highest overall mean; lexical probe_id if exact mean tie
203368_at	CRELD1	cysteine-rich with EGF-like domains 1	78987	TRUE	TRUE	TRUE	2.632976244	highest overall mean; lexical probe_id if exact mean tie
218358_at	CRELD2	cysteine-rich with EGF-like domains 2	79174	TRUE	TRUE	TRUE	5.6831821795	highest overall mean; lexical probe_id if exact mean tie
209967_s_at	CREM	cAMP responsive element modulator	1390	TRUE	TRUE	TRUE	4.9627035860625	highest overall mean; lexical probe_id if exact mean tie
205629_s_at	CRH	corticotropin releasing hormone	1392	TRUE	TRUE	TRUE	2.5580627548125	highest overall mean; lexical probe_id if exact mean tie
205984_at	CRHBP	corticotropin releasing hormone binding protein	1393	TRUE	TRUE	TRUE	2.3981359426875	highest overall mean; lexical probe_id if exact mean tie
214619_at	CRHR1	corticotropin releasing hormone receptor 1	1394	TRUE	TRUE	TRUE	2.5203960016875	highest overall mean; lexical probe_id if exact mean tie
211510_s_at	CRHR2	corticotropin releasing hormone receptor 2	1395	TRUE	TRUE	TRUE	2.5831196245	highest overall mean; lexical probe_id if exact mean tie
205081_at	CRIP1	cysteine-rich protein 1 (intestinal)	1396	TRUE	TRUE	TRUE	9.910165266125	highest overall mean; lexical probe_id if exact mean tie
208978_at	CRIP2	cysteine-rich protein 2	1397	TRUE	TRUE	TRUE	4.1591943965	highest overall mean; lexical probe_id if exact mean tie
218643_s_at	CRIPT	cysteine-rich PDZ-binding protein	9419	TRUE	TRUE	TRUE	3.603019937	highest overall mean; lexical probe_id if exact mean tie
216314_at	CRISP1	cysteine-rich secretory protein 1	167	TRUE	TRUE	TRUE	3.0622209175	highest overall mean; lexical probe_id if exact mean tie
210262_at	CRISP2	cysteine-rich secretory protein 2	7180	TRUE	TRUE	TRUE	4.801476184875	highest overall mean; lexical probe_id if exact mean tie
207802_at	CRISP3	cysteine-rich secretory protein 3	10321	TRUE	TRUE	TRUE	3.3663783030625	highest overall mean; lexical probe_id if exact mean tie
221541_at	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2	83716	TRUE	TRUE	TRUE	3.15865516	highest overall mean; lexical probe_id if exact mean tie
202225_at	CRK	v-crk avian sarcoma virus CT10 oncogene homolog	1398	TRUE	TRUE	TRUE	4.9512835046875	highest overall mean; lexical probe_id if exact mean tie
212180_at	CRKL	v-crk avian sarcoma virus CT10 oncogene homolog-like	1399	TRUE	TRUE	TRUE	4.4304668966875	highest overall mean; lexical probe_id if exact mean tie
206315_at	CRLF1	cytokine receptor-like factor 1	9244	TRUE	TRUE	TRUE	3.2331276403125	highest overall mean; lexical probe_id if exact mean tie
208303_s_at	CRLF2	cytokine receptor-like factor 2	64109	TRUE	TRUE	TRUE	2.2913094314375	highest overall mean; lexical probe_id if exact mean tie
205474_at	CRLF3	cytokine receptor-like factor 3	51379	TRUE	TRUE	TRUE	5.3268549635	highest overall mean; lexical probe_id if exact mean tie
202517_at	CRMP1	collapsin response mediator protein 1	1400	TRUE	TRUE	TRUE	2.718084967	highest overall mean; lexical probe_id if exact mean tie
219913_s_at	CRNKL1	crooked neck pre-mRNA splicing factor 1	51340	TRUE	TRUE	TRUE	3.102487351125	highest overall mean; lexical probe_id if exact mean tie
220090_at	CRNN	cornulin	49860	TRUE	TRUE	TRUE	2.053987038875	highest overall mean; lexical probe_id if exact mean tie
206274_s_at	CROCC	ciliary rootlet coiled-coil, rootletin	9696	TRUE	TRUE	TRUE	4.9068075093125	highest overall mean; lexical probe_id if exact mean tie
211038_s_at	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	84809	TRUE	TRUE	TRUE	4.26537949325	highest overall mean; lexical probe_id if exact mean tie
215827_x_at	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3	114819	TRUE	TRUE	TRUE	2.41948742225	highest overall mean; lexical probe_id if exact mean tie
204573_at	CROT	carnitine O-octanoyltransferase	54677	TRUE	TRUE	TRUE	4.428891791625	highest overall mean; lexical probe_id if exact mean tie
37020_at	CRP	C-reactive protein, pentraxin-related	1401	TRUE	TRUE	TRUE	2.9896078908125	highest overall mean; lexical probe_id if exact mean tie
221204_s_at	CRTAC1	cartilage acidic protein 1	55118	TRUE	TRUE	TRUE	2.956454766625	highest overall mean; lexical probe_id if exact mean tie
206914_at	CRTAM	cytotoxic and regulatory T cell molecule	56253	TRUE	TRUE	TRUE	3.03233789825	highest overall mean; lexical probe_id if exact mean tie
201380_at	CRTAP	cartilage associated protein	10491	TRUE	TRUE	TRUE	2.760223995125	highest overall mean; lexical probe_id if exact mean tie
213091_at	CRTC1	CREB regulated transcription coactivator 1	23373	TRUE	TRUE	TRUE	2.720046179625	highest overall mean; lexical probe_id if exact mean tie
218648_at	CRTC3	CREB regulated transcription coactivator 3	64784	TRUE	TRUE	TRUE	3.4797229449375	highest overall mean; lexical probe_id if exact mean tie
217510_at	CRX	cone-rod homeobox	1406	TRUE	TRUE	TRUE	2.3291970224375	highest overall mean; lexical probe_id if exact mean tie
209674_at	CRY1	cryptochrome circadian clock 1	1407	TRUE	TRUE	TRUE	4.276530514625	highest overall mean; lexical probe_id if exact mean tie
212695_at	CRY2	cryptochrome circadian clock 2	1408	TRUE	TRUE	TRUE	4.0696062776875	highest overall mean; lexical probe_id if exact mean tie
210199_at	CRYAA	crystallin, alpha A	1409	TRUE	TRUE	TRUE	1.958991767125	highest overall mean; lexical probe_id if exact mean tie
209283_at	CRYAB	crystallin, alpha B	1410	TRUE	TRUE	TRUE	2.280228319125	highest overall mean; lexical probe_id if exact mean tie
206982_at	CRYBA1	crystallin, beta A1	1411	TRUE	TRUE	TRUE	2.4449581945625	highest overall mean; lexical probe_id if exact mean tie
220136_s_at	CRYBA2	crystallin, beta A2	1412	TRUE	TRUE	TRUE	2.2465122976875	highest overall mean; lexical probe_id if exact mean tie
206843_at	CRYBA4	crystallin, beta A4	1413	TRUE	TRUE	TRUE	2.437299274875	highest overall mean; lexical probe_id if exact mean tie
206185_at	CRYBB1	crystallin, beta B1	1414	TRUE	TRUE	TRUE	2.0237594021875	highest overall mean; lexical probe_id if exact mean tie
206778_at	CRYBB2	crystallin, beta B2	1415	TRUE	TRUE	TRUE	2.3616022125	highest overall mean; lexical probe_id if exact mean tie
222048_at	CRYBB2P1	crystallin, beta B2 pseudogene 1	1416	TRUE	TRUE	TRUE	3.1577395383125	highest overall mean; lexical probe_id if exact mean tie
207685_at	CRYBB3	crystallin, beta B3	1417	TRUE	TRUE	TRUE	2.3612971741875	highest overall mean; lexical probe_id if exact mean tie
214030_at	CRYBG3	beta-gamma crystallin domain containing 3	131544	TRUE	TRUE	TRUE	4.092155116625	highest overall mean; lexical probe_id if exact mean tie
207587_at	CRYGA	crystallin, gamma A	1418	TRUE	TRUE	TRUE	2.1008599171875	highest overall mean; lexical probe_id if exact mean tie
207715_at	CRYGB	crystallin, gamma B	1419	TRUE	TRUE	TRUE	2.77278474225	highest overall mean; lexical probe_id if exact mean tie
207531_at	CRYGC	crystallin, gamma C	1420	TRUE	TRUE	TRUE	2.4764875358125	highest overall mean; lexical probe_id if exact mean tie
207532_at	CRYGD	crystallin, gamma D	1421	TRUE	TRUE	TRUE	2.5496553844375	highest overall mean; lexical probe_id if exact mean tie
222323_at	CRYGEP	crystallin, gamma E, pseudogene		TRUE	TRUE	TRUE	2.6588109475	highest overall mean; lexical probe_id if exact mean tie
220753_s_at	CRYL1	crystallin, lambda 1	51084	TRUE	TRUE	TRUE	3.8971741006875	highest overall mean; lexical probe_id if exact mean tie
205489_at	CRYM	crystallin, mu	1428	TRUE	TRUE	TRUE	7.052974822125	highest overall mean; lexical probe_id if exact mean tie
202950_at	CRYZ	crystallin, zeta (quinone reductase)	1429	TRUE	TRUE	TRUE	4.263864539875	highest overall mean; lexical probe_id if exact mean tie
219767_s_at	CRYZL1	crystallin, zeta (quinone reductase)-like 1	9946	TRUE	TRUE	TRUE	3.5823477103125	highest overall mean; lexical probe_id if exact mean tie
208660_at	CS	citrate synthase	1431	TRUE	TRUE	TRUE	5.7442520066875	highest overall mean; lexical probe_id if exact mean tie
221139_s_at	CSAD	cysteine sulfinic acid decarboxylase	51380	TRUE	TRUE	TRUE	2.8011314418125	highest overall mean; lexical probe_id if exact mean tie
209981_at	CSDC2	cold shock domain containing C2, RNA binding	27254	TRUE	TRUE	TRUE	2.442187019	highest overall mean; lexical probe_id if exact mean tie
219939_s_at	CSDE1	cold shock domain containing E1, RNA-binding	7812	TRUE	TRUE	TRUE	7.4239914751875	highest overall mean; lexical probe_id if exact mean tie
201112_s_at	CSE1L	CSE1 chromosome segregation 1-like (yeast)	1434	TRUE	TRUE	TRUE	5.878053678	highest overall mean; lexical probe_id if exact mean tie
209716_at	CSF1	colony stimulating factor 1 (macrophage)	1435	TRUE	TRUE	TRUE	4.4657930816875	highest overall mean; lexical probe_id if exact mean tie
203104_at	CSF1R	colony stimulating factor 1 receptor	1436	TRUE	TRUE	TRUE	2.5436104448125	highest overall mean; lexical probe_id if exact mean tie
210228_at	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	1437	TRUE	TRUE	TRUE	2.6238291978125	highest overall mean; lexical probe_id if exact mean tie
211286_x_at	CSF2RA	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	1438	TRUE	TRUE	TRUE	2.9173727519375	highest overall mean; lexical probe_id if exact mean tie
205159_at	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	1439	TRUE	TRUE	TRUE	3.918735415625	highest overall mean; lexical probe_id if exact mean tie
207442_at	CSF3	colony stimulating factor 3 (granulocyte)	1440	TRUE	TRUE	TRUE	2.8806301973125	highest overall mean; lexical probe_id if exact mean tie
