probe_id	gene_symbol	gene_title	entrez_id	present_in_series	reliable_symbol	included_before_collapse	overall_mean_expression	tie_rule
215248_at	GRB10	growth factor receptor-bound protein 10	2887	TRUE	TRUE	TRUE	3.060567032	highest overall mean; lexical probe_id if exact mean tie
206204_at	GRB14	growth factor receptor-bound protein 14	2888	TRUE	TRUE	TRUE	2.7982901201875	highest overall mean; lexical probe_id if exact mean tie
215075_s_at	GRB2	growth factor receptor-bound protein 2	2885	TRUE	TRUE	TRUE	3.9402423816875	highest overall mean; lexical probe_id if exact mean tie
210761_s_at	GRB7	growth factor receptor-bound protein 7	2886	TRUE	TRUE	TRUE	2.0177619935	highest overall mean; lexical probe_id if exact mean tie
205862_at	GREB1	growth regulation by estrogen in breast cancer 1	9687	TRUE	TRUE	TRUE	3.25944549325	highest overall mean; lexical probe_id if exact mean tie
220340_at	GREB1L	growth regulation by estrogen in breast cancer-like	80000	TRUE	TRUE	TRUE	2.128516423875	highest overall mean; lexical probe_id if exact mean tie
218469_at	GREM1	gremlin 1, DAN family BMP antagonist	26585	TRUE	TRUE	TRUE	2.7144506116875	highest overall mean; lexical probe_id if exact mean tie
220794_at	GREM2	gremlin 2, DAN family BMP antagonist	64388	TRUE	TRUE	TRUE	2.4787884776875	highest overall mean; lexical probe_id if exact mean tie
219388_at	GRHL2	grainyhead-like 2 (Drosophila)	79977	TRUE	TRUE	TRUE	5.743112850375	highest overall mean; lexical probe_id if exact mean tie
214864_s_at	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	9380	TRUE	TRUE	TRUE	5.79540803775	highest overall mean; lexical probe_id if exact mean tie
211520_s_at	GRIA1	glutamate receptor, ionotropic, AMPA 1	2890	TRUE	TRUE	TRUE	3.2832702294375	highest overall mean; lexical probe_id if exact mean tie
205358_at	GRIA2	glutamate receptor, ionotropic, AMPA 2	2891	TRUE	TRUE	TRUE	2.3732845730625	highest overall mean; lexical probe_id if exact mean tie
217565_at	GRIA3	glutamate receptor, ionotropic, AMPA 3	2892	TRUE	TRUE	TRUE	2.76603148225	highest overall mean; lexical probe_id if exact mean tie
208464_at	GRIA4	glutamate receptor, ionotropic, AMPA 4	2893	TRUE	TRUE	TRUE	2.367763546	highest overall mean; lexical probe_id if exact mean tie
221364_at	GRID2	glutamate receptor, ionotropic, delta 2	2895	TRUE	TRUE	TRUE	2.4486926324375	highest overall mean; lexical probe_id if exact mean tie
207242_s_at	GRIK1	glutamate receptor, ionotropic, kainate 1	2897	TRUE	TRUE	TRUE	3.11743946	highest overall mean; lexical probe_id if exact mean tie
215655_at	GRIK2	glutamate receptor, ionotropic, kainate 2	2898	TRUE	TRUE	TRUE	2.9446648868125	highest overall mean; lexical probe_id if exact mean tie
207454_at	GRIK3	glutamate receptor, ionotropic, kainate 3	2899	TRUE	TRUE	TRUE	2.387829252125	highest overall mean; lexical probe_id if exact mean tie
208552_at	GRIK4	glutamate receptor, ionotropic, kainate 4	2900	TRUE	TRUE	TRUE	2.642307239125	highest overall mean; lexical probe_id if exact mean tie
217509_x_at	GRIK5	glutamate receptor, ionotropic, kainate 5	2901	TRUE	TRUE	TRUE	3.2038371803125	highest overall mean; lexical probe_id if exact mean tie
210782_x_at	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	2902	TRUE	TRUE	TRUE	3.3775645041875	highest overall mean; lexical probe_id if exact mean tie
206534_at	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	2903	TRUE	TRUE	TRUE	2.136138230625	highest overall mean; lexical probe_id if exact mean tie
210411_s_at	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	2904	TRUE	TRUE	TRUE	2.6427051993125	highest overall mean; lexical probe_id if exact mean tie
217573_at	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	2905	TRUE	TRUE	TRUE	2.652043896375	highest overall mean; lexical probe_id if exact mean tie
207036_x_at	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	2906	TRUE	TRUE	TRUE	2.4792945763125	highest overall mean; lexical probe_id if exact mean tie
212090_at	GRINA	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)	2907	TRUE	TRUE	TRUE	4.6454301056875	highest overall mean; lexical probe_id if exact mean tie
214018_at	GRIP1	glutamate receptor interacting protein 1	23426	TRUE	TRUE	TRUE	2.353176345375	highest overall mean; lexical probe_id if exact mean tie
216481_at	GRIP2	glutamate receptor interacting protein 2	80852	TRUE	TRUE	TRUE	2.598669511	highest overall mean; lexical probe_id if exact mean tie
208041_at	GRK1	G protein-coupled receptor kinase 1	6011	TRUE	TRUE	TRUE	2.2988202199375	highest overall mean; lexical probe_id if exact mean tie
210600_s_at	GRK4	G protein-coupled receptor kinase 4	2868	TRUE	TRUE	TRUE	3.0287437595	highest overall mean; lexical probe_id if exact mean tie
204396_s_at	GRK5	G protein-coupled receptor kinase 5	2869	TRUE	TRUE	TRUE	2.5343380080625	highest overall mean; lexical probe_id if exact mean tie
210981_s_at	GRK6	G protein-coupled receptor kinase 6	2870	TRUE	TRUE	TRUE	4.2581315195	highest overall mean; lexical probe_id if exact mean tie
210940_s_at	GRM1	glutamate receptor, metabotropic 1	2911	TRUE	TRUE	TRUE	3.18167415875	highest overall mean; lexical probe_id if exact mean tie
208465_at	GRM2	glutamate receptor, metabotropic 2	2912	TRUE	TRUE	TRUE	2.364125880875	highest overall mean; lexical probe_id if exact mean tie
205814_at	GRM3	glutamate receptor, metabotropic 3	2913	TRUE	TRUE	TRUE	2.5066703788125	highest overall mean; lexical probe_id if exact mean tie
210234_at	GRM4	glutamate receptor, metabotropic 4	2914	TRUE	TRUE	TRUE	2.7823965549375	highest overall mean; lexical probe_id if exact mean tie
214217_at	GRM5	glutamate receptor, metabotropic 5	2915	TRUE	TRUE	TRUE	3.2369693310625	highest overall mean; lexical probe_id if exact mean tie
208035_at	GRM6	glutamate receptor, metabotropic 6	2916	TRUE	TRUE	TRUE	2.288833780875	highest overall mean; lexical probe_id if exact mean tie
216992_s_at	GRM8	glutamate receptor, metabotropic 8	2918	TRUE	TRUE	TRUE	3.5586574056875	highest overall mean; lexical probe_id if exact mean tie
216041_x_at	GRN	granulin	2896	TRUE	TRUE	TRUE	6.90224964775	highest overall mean; lexical probe_id if exact mean tie
206326_at	GRP	gastrin-releasing peptide	2922	TRUE	TRUE	TRUE	3.036177562125	highest overall mean; lexical probe_id if exact mean tie
212432_at	GRPEL1	GrpE-like 1, mitochondrial (E. coli)	80273	TRUE	TRUE	TRUE	3.348494109125	highest overall mean; lexical probe_id if exact mean tie
207929_at	GRPR	gastrin-releasing peptide receptor	2925	TRUE	TRUE	TRUE	2.4345600045	highest overall mean; lexical probe_id if exact mean tie
201520_s_at	GRSF1	G-rich RNA sequence binding factor 1	2926	TRUE	TRUE	TRUE	5.7735072136875	highest overall mean; lexical probe_id if exact mean tie
206712_at	GRTP1	growth hormone regulated TBC protein 1	79774	TRUE	TRUE	TRUE	2.360639766875	highest overall mean; lexical probe_id if exact mean tie
221549_at	GRWD1	glutamate-rich WD repeat containing 1	83743	TRUE	TRUE	TRUE	3.9750379205	highest overall mean; lexical probe_id if exact mean tie
216380_x_at	GS1-111G14.1			TRUE	TRUE	TRUE	5.959816892875	highest overall mean; lexical probe_id if exact mean tie
217271_at	GS1-124K5.9			TRUE	TRUE	TRUE	2.540935623125	highest overall mean; lexical probe_id if exact mean tie
217352_at	GS1-164F24.1			TRUE	TRUE	TRUE	3.613386291	highest overall mean; lexical probe_id if exact mean tie
216543_at	GS1-600G8.3	unknown transcript	100093698	TRUE	TRUE	TRUE	2.2671913843125	highest overall mean; lexical probe_id if exact mean tie
222150_s_at	GSAP	gamma-secretase activating protein	54103	TRUE	TRUE	TRUE	4.6780223868125	highest overall mean; lexical probe_id if exact mean tie
221441_at	GSC2	goosecoid homeobox 2	2928	TRUE	TRUE	TRUE	2.502326546	highest overall mean; lexical probe_id if exact mean tie
219233_s_at	GSDMB	gasdermin B	55876	TRUE	TRUE	TRUE	4.0711524080625	highest overall mean; lexical probe_id if exact mean tie
218154_at	GSDMD	gasdermin D	79792	TRUE	TRUE	TRUE	5.1417115670625	highest overall mean; lexical probe_id if exact mean tie
212056_at	GSE1	Gse1 coiled-coil protein	23199	TRUE	TRUE	TRUE	3.641004063125	highest overall mean; lexical probe_id if exact mean tie
221252_s_at	GSG1	germ cell associated 1	83445	TRUE	TRUE	TRUE	2.3124798739375	highest overall mean; lexical probe_id if exact mean tie
202210_x_at	GSK3A	glycogen synthase kinase 3 alpha	2931	TRUE	TRUE	TRUE	4.63568911975	highest overall mean; lexical probe_id if exact mean tie
209945_s_at	GSK3B	glycogen synthase kinase 3 beta	2932	TRUE	TRUE	TRUE	3.3150646349375	highest overall mean; lexical probe_id if exact mean tie
200696_s_at	GSN	gelsolin	2934	TRUE	TRUE	TRUE	8.638367446125	highest overall mean; lexical probe_id if exact mean tie
221072_at	GSN-AS1	GSN antisense RNA 1	57000	TRUE	TRUE	TRUE	2.4157364270625	highest overall mean; lexical probe_id if exact mean tie
215438_x_at	GSPT1	G1 to S phase transition 1	2935	TRUE	TRUE	TRUE	5.5798982015	highest overall mean; lexical probe_id if exact mean tie
205541_s_at	GSPT2	G1 to S phase transition 2	23708	TRUE	TRUE	TRUE	2.886472864875	highest overall mean; lexical probe_id if exact mean tie
205770_at	GSR	glutathione reductase	2936	TRUE	TRUE	TRUE	3.2407471520625	highest overall mean; lexical probe_id if exact mean tie
201415_at	GSS	glutathione synthetase	2937	TRUE	TRUE	TRUE	4.90327070275	highest overall mean; lexical probe_id if exact mean tie
203924_at	GSTA1	glutathione S-transferase alpha 1	2938	TRUE	TRUE	TRUE	10.64133503	highest overall mean; lexical probe_id if exact mean tie
222102_at	GSTA3	glutathione S-transferase alpha 3	2940	TRUE	TRUE	TRUE	5.4311673421875	highest overall mean; lexical probe_id if exact mean tie
202967_at	GSTA4	glutathione S-transferase alpha 4	2941	TRUE	TRUE	TRUE	4.705358203625	highest overall mean; lexical probe_id if exact mean tie
220063_at	GSTCD	glutathione S-transferase, C-terminal domain containing	79807	TRUE	TRUE	TRUE	2.7912744223125	highest overall mean; lexical probe_id if exact mean tie
217751_at	GSTK1	glutathione S-transferase kappa 1	373156	TRUE	TRUE	TRUE	6.9767630011875	highest overall mean; lexical probe_id if exact mean tie
215333_x_at	GSTM1	glutathione S-transferase mu 1	2944	TRUE	TRUE	TRUE	3.143877303875	highest overall mean; lexical probe_id if exact mean tie
204418_x_at	GSTM2	glutathione S-transferase mu 2 (muscle)	2946	TRUE	TRUE	TRUE	4.075608220375	highest overall mean; lexical probe_id if exact mean tie
202554_s_at	GSTM3	glutathione S-transferase mu 3 (brain)	2947	TRUE	TRUE	TRUE	2.9299932273125	highest overall mean; lexical probe_id if exact mean tie
204149_s_at	GSTM4	glutathione S-transferase mu 4	2948	TRUE	TRUE	TRUE	2.7969086074375	highest overall mean; lexical probe_id if exact mean tie
205752_s_at	GSTM5	glutathione S-transferase mu 5	2949	TRUE	TRUE	TRUE	2.2795301075	highest overall mean; lexical probe_id if exact mean tie
201470_at	GSTO1	glutathione S-transferase omega 1	9446	TRUE	TRUE	TRUE	7.553224501625	highest overall mean; lexical probe_id if exact mean tie
200824_at	GSTP1	glutathione S-transferase pi 1	2950	TRUE	TRUE	TRUE	9.39203504275	highest overall mean; lexical probe_id if exact mean tie
203815_at	GSTT1	glutathione S-transferase theta 1	2952	TRUE	TRUE	TRUE	4.6420666081875	highest overall mean; lexical probe_id if exact mean tie
205439_at	GSTT2	glutathione S-transferase theta 2	2953	TRUE	TRUE	TRUE	2.166727386	highest overall mean; lexical probe_id if exact mean tie
207215_at	GSTTP1	glutathione S-transferase theta pseudogene 1	25774	TRUE	TRUE	TRUE	2.7202253444375	highest overall mean; lexical probe_id if exact mean tie
209531_at	GSTZ1	glutathione S-transferase zeta 1	2954	TRUE	TRUE	TRUE	4.2924251229375	highest overall mean; lexical probe_id if exact mean tie
219770_at	GTDC1	glycosyltransferase-like domain containing 1	79712	TRUE	TRUE	TRUE	3.526016092375	highest overall mean; lexical probe_id if exact mean tie
206521_s_at	GTF2A1	general transcription factor IIA, 1, 19/37kDa	2957	TRUE	TRUE	TRUE	2.73683058025	highest overall mean; lexical probe_id if exact mean tie
202678_at	GTF2A2	general transcription factor IIA, 2, 12kDa	2958	TRUE	TRUE	TRUE	6.4314312283125	highest overall mean; lexical probe_id if exact mean tie
208066_s_at	GTF2B	general transcription factor IIB	2959	TRUE	TRUE	TRUE	5.78756644975	highest overall mean; lexical probe_id if exact mean tie
205930_at	GTF2E1	general transcription factor IIE, polypeptide 1, alpha 56kDa	2960	TRUE	TRUE	TRUE	4.3966277443125	highest overall mean; lexical probe_id if exact mean tie
202680_at	GTF2E2	general transcription factor IIE, polypeptide 2, beta 34kDa	2961	TRUE	TRUE	TRUE	4.9627917691875	highest overall mean; lexical probe_id if exact mean tie
202355_s_at	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	2962	TRUE	TRUE	TRUE	5.432641840625	highest overall mean; lexical probe_id if exact mean tie
209595_at	GTF2F2	general transcription factor IIF, polypeptide 2, 30kDa	2963	TRUE	TRUE	TRUE	4.4553283780625	highest overall mean; lexical probe_id if exact mean tie
202451_at	GTF2H1	general transcription factor IIH, polypeptide 1, 62kDa	2965	TRUE	TRUE	TRUE	4.54003759375	highest overall mean; lexical probe_id if exact mean tie
215470_at	GTF2H2B	general transcription factor IIH, polypeptide 2B (pseudogene)	653238	TRUE	TRUE	TRUE	3.2100389410625	highest overall mean; lexical probe_id if exact mean tie
222104_x_at	GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa	2967	TRUE	TRUE	TRUE	5.42661224225	highest overall mean; lexical probe_id if exact mean tie
203577_at	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	2968	TRUE	TRUE	TRUE	2.552952533125	highest overall mean; lexical probe_id if exact mean tie
213357_at	GTF2H5	general transcription factor IIH, polypeptide 5	404672	TRUE	TRUE	TRUE	5.96492095075	highest overall mean; lexical probe_id if exact mean tie
210892_s_at	GTF2I	general transcription factor IIi	2969	TRUE	TRUE	TRUE	3.704941262625	highest overall mean; lexical probe_id if exact mean tie
218412_s_at	GTF2IRD1	GTF2I repeat domain containing 1	9569	TRUE	TRUE	TRUE	3.456329169625	highest overall mean; lexical probe_id if exact mean tie
215569_at	GTF2IRD2B	GTF2I repeat domain containing 2B	389524	TRUE	TRUE	TRUE	3.0919397791875	highest overall mean; lexical probe_id if exact mean tie
215091_s_at	GTF3A	general transcription factor IIIA	2971	TRUE	TRUE	TRUE	7.4150108019375	highest overall mean; lexical probe_id if exact mean tie
35671_at	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	2975	TRUE	TRUE	TRUE	4.9844450123125	highest overall mean; lexical probe_id if exact mean tie
204366_s_at	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	2976	TRUE	TRUE	TRUE	5.16540880675	highest overall mean; lexical probe_id if exact mean tie
218343_s_at	GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	9330	TRUE	TRUE	TRUE	3.00079165475	highest overall mean; lexical probe_id if exact mean tie
219198_at	GTF3C4	general transcription factor IIIC, polypeptide 4, 90kDa	9329	TRUE	TRUE	TRUE	3.0385045066875	highest overall mean; lexical probe_id if exact mean tie
217876_at	GTF3C5	general transcription factor IIIC, polypeptide 5, 63kDa	9328	TRUE	TRUE	TRUE	2.912710905625	highest overall mean; lexical probe_id if exact mean tie
205276_s_at	GTPBP1	GTP binding protein 1	9567	TRUE	TRUE	TRUE	3.9007834221875	highest overall mean; lexical probe_id if exact mean tie
221050_s_at	GTPBP2	GTP binding protein 2	54676	TRUE	TRUE	TRUE	2.0925788713125	highest overall mean; lexical probe_id if exact mean tie
213835_x_at	GTPBP3	GTP binding protein 3 (mitochondrial)	84705	TRUE	TRUE	TRUE	4.7280587624375	highest overall mean; lexical probe_id if exact mean tie
218238_at	GTPBP4	GTP binding protein 4	23560	TRUE	TRUE	TRUE	4.52377943425	highest overall mean; lexical probe_id if exact mean tie
203314_at	GTPBP6	GTP binding protein 6 (putative)	8225	TRUE	TRUE	TRUE	4.2588995356875	highest overall mean; lexical probe_id if exact mean tie
221046_s_at	GTPBP8	GTP-binding protein 8 (putative)	29083	TRUE	TRUE	TRUE	3.879918014625	highest overall mean; lexical probe_id if exact mean tie
211040_x_at	GTSE1	G-2 and S-phase expressed 1	51512	TRUE	TRUE	TRUE	5.043986731375	highest overall mean; lexical probe_id if exact mean tie
1255_g_at	GUCA1A	guanylate cyclase activator 1A (retina)	2978	TRUE	TRUE	TRUE	2.3135369328125	highest overall mean; lexical probe_id if exact mean tie
215841_at	GUCA1B	guanylate cyclase activator 1B (retina)	2979	TRUE	TRUE	TRUE	2.3673702201875	highest overall mean; lexical probe_id if exact mean tie
207003_at	GUCA2A	guanylate cyclase activator 2A (guanylin)	2980	TRUE	TRUE	TRUE	2.4898107555625	highest overall mean; lexical probe_id if exact mean tie
207502_at	GUCA2B	guanylate cyclase activator 2B (uroguanylin)	2981	TRUE	TRUE	TRUE	2.411524412	highest overall mean; lexical probe_id if exact mean tie
206927_s_at	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	2977	TRUE	TRUE	TRUE	2.1644636560625	highest overall mean; lexical probe_id if exact mean tie
221942_s_at	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	2982	TRUE	TRUE	TRUE	2.4509365543125	highest overall mean; lexical probe_id if exact mean tie
220506_at	GUCY1B2	guanylate cyclase 1, soluble, beta 2 (pseudogene)	2974	TRUE	TRUE	TRUE	2.0928053034375	highest overall mean; lexical probe_id if exact mean tie
203817_at	GUCY1B3	guanylate cyclase 1, soluble, beta 3	2983	TRUE	TRUE	TRUE	2.881630738875	highest overall mean; lexical probe_id if exact mean tie
206312_at	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	2984	TRUE	TRUE	TRUE	2.2422809745	highest overall mean; lexical probe_id if exact mean tie
207884_at	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	3000	TRUE	TRUE	TRUE	2.265049327625	highest overall mean; lexical probe_id if exact mean tie
208053_at	GUCY2F	guanylate cyclase 2F, retinal	2986	TRUE	TRUE	TRUE	2.475625109625	highest overall mean; lexical probe_id if exact mean tie
218884_s_at	GUF1	GUF1 GTPase homolog (S. cerevisiae)	60558	TRUE	TRUE	TRUE	3.2268322051875	highest overall mean; lexical probe_id if exact mean tie
200075_s_at	GUK1	guanylate kinase 1	2987	TRUE	TRUE	TRUE	6.2540935166875	highest overall mean; lexical probe_id if exact mean tie
204237_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	51454	TRUE	TRUE	TRUE	5.2239091589375	highest overall mean; lexical probe_id if exact mean tie
202605_at	GUSB	glucuronidase, beta	2990	TRUE	TRUE	TRUE	6.7719708465625	highest overall mean; lexical probe_id if exact mean tie
213502_x_at	GUSBP11	glucuronidase, beta pseudogene 11	91316	TRUE	TRUE	TRUE	3.4943535954375	highest overall mean; lexical probe_id if exact mean tie
220577_at	GVINP1	GTPase, very large interferon inducible pseudogene 1	387751	TRUE	TRUE	TRUE	2.6924757843125	highest overall mean; lexical probe_id if exact mean tie
211275_s_at	GYG1	glycogenin 1	2992	TRUE	TRUE	TRUE	6.4477010715	highest overall mean; lexical probe_id if exact mean tie
215695_s_at	GYG2	glycogenin 2	8908	TRUE	TRUE	TRUE	3.3589677829375	highest overall mean; lexical probe_id if exact mean tie
205837_s_at	GYPA	glycophorin A (MNS blood group)	2993	TRUE	TRUE	TRUE	3.621174349125	highest overall mean; lexical probe_id if exact mean tie
216398_at	GYPB	glycophorin B (MNS blood group)	2994	TRUE	TRUE	TRUE	2.65338159525	highest overall mean; lexical probe_id if exact mean tie
202947_s_at	GYPC	glycophorin C (Gerbich blood group)	2995	TRUE	TRUE	TRUE	5.1721846623125	highest overall mean; lexical probe_id if exact mean tie
207854_at	GYPE	glycophorin E (MNS blood group)	2996	TRUE	TRUE	TRUE	2.9369866450625	highest overall mean; lexical probe_id if exact mean tie
201673_s_at	GYS1	glycogen synthase 1 (muscle)	2997	TRUE	TRUE	TRUE	2.2117973125625	highest overall mean; lexical probe_id if exact mean tie
214621_at	GYS2	glycogen synthase 2 (liver)	2998	TRUE	TRUE	TRUE	2.604736385125	highest overall mean; lexical probe_id if exact mean tie
205488_at	GZMA	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)	3001	TRUE	TRUE	TRUE	4.39831638625	highest overall mean; lexical probe_id if exact mean tie
210164_at	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)	3002	TRUE	TRUE	TRUE	4.6145726501875	highest overall mean; lexical probe_id if exact mean tie
210321_at	GZMH	granzyme H (cathepsin G-like 2, protein h-CCPX)	2999	TRUE	TRUE	TRUE	2.9307436168125	highest overall mean; lexical probe_id if exact mean tie
206666_at	GZMK	granzyme K (granzyme 3; tryptase II)	3003	TRUE	TRUE	TRUE	2.6995505135625	highest overall mean; lexical probe_id if exact mean tie
207460_at	GZMM	granzyme M (lymphocyte met-ase 1)	3004	TRUE	TRUE	TRUE	2.425300796375	highest overall mean; lexical probe_id if exact mean tie
208886_at	H1F0	H1 histone family, member 0	3005	TRUE	TRUE	TRUE	4.886692603	highest overall mean; lexical probe_id if exact mean tie
204805_s_at	H1FX	H1 histone family, member X	8971	TRUE	TRUE	TRUE	4.4257350415	highest overall mean; lexical probe_id if exact mean tie
220936_s_at	H2AFJ	H2A histone family, member J	55766	TRUE	TRUE	TRUE	2.838380927875	highest overall mean; lexical probe_id if exact mean tie
202487_s_at	H2AFV	H2A histone family, member V	94239	TRUE	TRUE	TRUE	7.293093505625	highest overall mean; lexical probe_id if exact mean tie
205436_s_at	H2AFX	H2A histone family, member X	3014	TRUE	TRUE	TRUE	5.7203821578125	highest overall mean; lexical probe_id if exact mean tie
207168_s_at	H2AFY	H2A histone family, member Y	9555	TRUE	TRUE	TRUE	7.9698358588125	highest overall mean; lexical probe_id if exact mean tie
218445_at	H2AFY2	H2A histone family, member Y2	55506	TRUE	TRUE	TRUE	3.1261821405625	highest overall mean; lexical probe_id if exact mean tie
213911_s_at	H2AFZ	H2A histone family, member Z	3015	TRUE	TRUE	TRUE	7.6438715955	highest overall mean; lexical probe_id if exact mean tie
208579_x_at	H2BFS	H2B histone family, member S (pseudogene)	54145	TRUE	TRUE	TRUE	5.3525044456875	highest overall mean; lexical probe_id if exact mean tie
213826_s_at	H3F3A	H3 histone, family 3A	3020	TRUE	TRUE	TRUE	3.522171431625	highest overall mean; lexical probe_id if exact mean tie
221892_at	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	9563	TRUE	TRUE	TRUE	3.7264873010625	highest overall mean; lexical probe_id if exact mean tie
205657_at	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	23498	TRUE	TRUE	TRUE	2.459319139625	highest overall mean; lexical probe_id if exact mean tie
215778_x_at	HAB1	B1 for mucin	55547	TRUE	TRUE	TRUE	5.63325441225	highest overall mean; lexical probe_id if exact mean tie
206010_at	HABP2	hyaluronan binding protein 2	3026	TRUE	TRUE	TRUE	2.180730782125	highest overall mean; lexical probe_id if exact mean tie
209818_s_at	HABP4	hyaluronan binding protein 4	22927	TRUE	TRUE	TRUE	4.046849393375	highest overall mean; lexical probe_id if exact mean tie
201036_s_at	HADH	hydroxyacyl-CoA dehydrogenase	3033	TRUE	TRUE	TRUE	6.1834629745	highest overall mean; lexical probe_id if exact mean tie
208631_s_at	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	3030	TRUE	TRUE	TRUE	6.1238996724375	highest overall mean; lexical probe_id if exact mean tie
201007_at	HADHB	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit	3032	TRUE	TRUE	TRUE	7.080983298	highest overall mean; lexical probe_id if exact mean tie
205012_s_at	HAGH	hydroxyacylglutathione hydrolase	3029	TRUE	TRUE	TRUE	5.5315277186875	highest overall mean; lexical probe_id if exact mean tie
206643_at	HAL	histidine ammonia-lyase	3034	TRUE	TRUE	TRUE	2.494146133625	highest overall mean; lexical probe_id if exact mean tie
220491_at	HAMP	hepcidin antimicrobial peptide	57817	TRUE	TRUE	TRUE	3.5562915115	highest overall mean; lexical probe_id if exact mean tie
220138_at	HAND1	heart and neural crest derivatives expressed 1	9421	TRUE	TRUE	TRUE	2.3951411514375	highest overall mean; lexical probe_id if exact mean tie
220480_at	HAND2	heart and neural crest derivatives expressed 2	9464	TRUE	TRUE	TRUE	2.458421341875	highest overall mean; lexical probe_id if exact mean tie
219791_s_at	HAND2-AS1	HAND2 antisense RNA 1 (head to head)	79804	TRUE	TRUE	TRUE	2.138882201125	highest overall mean; lexical probe_id if exact mean tie
220224_at	HAO1	hydroxyacid oxidase (glycolate oxidase) 1	54363	TRUE	TRUE	TRUE	2.5807015986875	highest overall mean; lexical probe_id if exact mean tie
220801_s_at	HAO2	hydroxyacid oxidase 2 (long chain)	51179	TRUE	TRUE	TRUE	2.7788513565625	highest overall mean; lexical probe_id if exact mean tie
211222_s_at	HAP1	huntingtin-associated protein 1	9001	TRUE	TRUE	TRUE	2.58827007775	highest overall mean; lexical probe_id if exact mean tie
205523_at	HAPLN1	hyaluronan and proteoglycan link protein 1	1404	TRUE	TRUE	TRUE	3.065323005125	highest overall mean; lexical probe_id if exact mean tie
220142_at	HAPLN2	hyaluronan and proteoglycan link protein 2	60484	TRUE	TRUE	TRUE	2.450905918125	highest overall mean; lexical probe_id if exact mean tie
209252_at	HARS2	histidyl-tRNA synthetase 2, mitochondrial	23438	TRUE	TRUE	TRUE	2.428099751625	highest overall mean; lexical probe_id if exact mean tie
207316_at	HAS1	hyaluronan synthase 1	3036	TRUE	TRUE	TRUE	2.2327640733125	highest overall mean; lexical probe_id if exact mean tie
206432_at	HAS2	hyaluronan synthase 2	3037	TRUE	TRUE	TRUE	2.712866572625	highest overall mean; lexical probe_id if exact mean tie
203138_at	HAT1	histone acetyltransferase 1	8520	TRUE	TRUE	TRUE	5.9373989389375	highest overall mean; lexical probe_id if exact mean tie
220071_x_at	HAUS2	HAUS augmin-like complex, subunit 2	55142	TRUE	TRUE	TRUE	6.808763512875	highest overall mean; lexical probe_id if exact mean tie
210054_at	HAUS3	HAUS augmin-like complex, subunit 3	79441	TRUE	TRUE	TRUE	3.289479482125	highest overall mean; lexical probe_id if exact mean tie
213053_at	HAUS5	HAUS augmin-like complex, subunit 5	23354	TRUE	TRUE	TRUE	4.0583886756875	highest overall mean; lexical probe_id if exact mean tie
218602_s_at	HAUS6	HAUS augmin-like complex, subunit 6	54801	TRUE	TRUE	TRUE	3.6041543040625	highest overall mean; lexical probe_id if exact mean tie
213334_x_at	HAUS7	HAUS augmin-like complex, subunit 7	55559	TRUE	TRUE	TRUE	2.7189371298125	highest overall mean; lexical probe_id if exact mean tie
207052_at	HAVCR1	hepatitis A virus cellular receptor 1	26762	TRUE	TRUE	TRUE	2.46441226075	highest overall mean; lexical probe_id if exact mean tie
201145_at	HAX1	HCLS1 associated protein X-1	10456	TRUE	TRUE	TRUE	6.9757770774375	highest overall mean; lexical probe_id if exact mean tie
209116_x_at	HBB	hemoglobin, beta	3043	TRUE	TRUE	TRUE	11.3775119345625	highest overall mean; lexical probe_id if exact mean tie
216063_at	HBBP1	hemoglobin, beta pseudogene 1	3044	TRUE	TRUE	TRUE	2.423022403	highest overall mean; lexical probe_id if exact mean tie
