source_name	identifier	gene_symbol
cell_adhesion	GO:0007155	AMBP
cell_adhesion	GO:0007155	AMBRA1
cell_adhesion	GO:0007155	AMELX
cell_adhesion	GO:0007155	AMIGO2
cell_adhesion	GO:0007155	ANGPT1
cell_adhesion	GO:0007155	ANGPT2
cell_adhesion	GO:0007155	ANGPTL3
cell_adhesion	GO:0007155	ANK3
cell_adhesion	GO:0007155	ANTXR1
cell_adhesion	GO:0007155	ANXA1
cell_adhesion	GO:0007155	ANXA2
cell_adhesion	GO:0007155	ANXA9
cell_adhesion	GO:0007155	AOC3
cell_adhesion	GO:0007155	AP1AR
cell_adhesion	GO:0007155	AP3B1
cell_adhesion	GO:0007155	AP3D1
cell_adhesion	GO:0007155	APBA1
cell_adhesion	GO:0007155	APBB1IP
cell_adhesion	GO:0007155	APC
cell_adhesion	GO:0007155	APLP1
cell_adhesion	GO:0007155	APOA1
cell_adhesion	GO:0007155	APOA4
cell_adhesion	GO:0007155	APOD
cell_adhesion	GO:0007155	APP
cell_adhesion	GO:0007155	AQP4
cell_adhesion	GO:0007155	ARF6
cell_adhesion	GO:0007155	ARG1
cell_adhesion	GO:0007155	ARG2
cell_adhesion	GO:0007155	ARHGAP5
cell_adhesion	GO:0007155	ARHGAP6
cell_adhesion	GO:0007155	ARHGDIA
cell_adhesion	GO:0007155	ARHGDIG
cell_adhesion	GO:0007155	ARHGEF7
cell_adhesion	GO:0007155	ARID1A
cell_adhesion	GO:0007155	ARL2
cell_adhesion	GO:0007155	ARPC2
cell_adhesion	GO:0007155	ARVCF
cell_adhesion	GO:0007155	ASS1
cell_adhesion	GO:0007155	ASTN1
cell_adhesion	GO:0007155	ASTN2
cell_adhesion	GO:0007155	ATM
cell_adhesion	GO:0007155	ATP1B1
cell_adhesion	GO:0007155	ATP1B2
cell_adhesion	GO:0007155	ATP2A2
cell_adhesion	GO:0007155	ATP2C1
cell_adhesion	GO:0007155	ATP4B
cell_adhesion	GO:0007155	ATRN
cell_adhesion	GO:0007155	ATRNL1
cell_adhesion	GO:0007155	ATXN3
cell_adhesion	GO:0007155	AXL
cell_adhesion	GO:0007155	AZGP1
cell_adhesion	GO:0007155	AZU1
cell_adhesion	GO:0007155	B2M
cell_adhesion	GO:0007155	B4GALT1
cell_adhesion	GO:0007155	BAD
cell_adhesion	GO:0007155	BAG4
cell_adhesion	GO:0007155	BAIAP2
cell_adhesion	GO:0007155	BCAM
cell_adhesion	GO:0007155	BCAN
cell_adhesion	GO:0007155	BCAS3
cell_adhesion	GO:0007155	BCL10
cell_adhesion	GO:0007155	BCL2
cell_adhesion	GO:0007155	BCL2L11
cell_adhesion	GO:0007155	BCL6
cell_adhesion	GO:0007155	BCR
cell_adhesion	GO:0007155	BLK
cell_adhesion	GO:0007155	BMP10
cell_adhesion	GO:0007155	BMP2
cell_adhesion	GO:0007155	BMP4
cell_adhesion	GO:0007155	BMP5
cell_adhesion	GO:0007155	BMP6
cell_adhesion	GO:0007155	BMP7
cell_adhesion	GO:0007155	BMX
cell_adhesion	GO:0007155	BRD7
cell_adhesion	GO:0007155	BSG
cell_adhesion	GO:0007155	BST1
cell_adhesion	GO:0007155	BTN2A2
cell_adhesion	GO:0007155	C1QBP
cell_adhesion	GO:0007155	C1QTNF1
cell_adhesion	GO:0007155	CADM1
cell_adhesion	GO:0007155	CADM3
cell_adhesion	GO:0007155	CADM4
cell_adhesion	GO:0007155	CALR
cell_adhesion	GO:0007155	CASK
cell_adhesion	GO:0007155	CASP3
cell_adhesion	GO:0007155	CASS4
cell_adhesion	GO:0007155	CAV1
cell_adhesion	GO:0007155	CBFB
cell_adhesion	GO:0007155	CBLB
cell_adhesion	GO:0007155	CBLL1
cell_adhesion	GO:0007155	CBLN1
cell_adhesion	GO:0007155	CCL11
cell_adhesion	GO:0007155	CCL19
cell_adhesion	GO:0007155	CCL2
cell_adhesion	GO:0007155	CCL21
cell_adhesion	GO:0007155	CCL25
cell_adhesion	GO:0007155	CCL4
cell_adhesion	GO:0007155	CCL5
cell_adhesion	GO:0007155	CCR1
cell_adhesion	GO:0007155	CCR2
cell_adhesion	GO:0007155	CCR3
cell_adhesion	GO:0007155	CCR7
cell_adhesion	GO:0007155	CCR8
cell_adhesion	GO:0007155	CD151
cell_adhesion	GO:0007155	CD160
cell_adhesion	GO:0007155	CD164
cell_adhesion	GO:0007155	CD177
cell_adhesion	GO:0007155	CD1D
cell_adhesion	GO:0007155	CD2
cell_adhesion	GO:0007155	CD200
cell_adhesion	GO:0007155	CD209
cell_adhesion	GO:0007155	CD22
cell_adhesion	GO:0007155	CD226
cell_adhesion	GO:0007155	CD24
cell_adhesion	GO:0007155	CD27
cell_adhesion	GO:0007155	CD28
cell_adhesion	GO:0007155	CD2AP
cell_adhesion	GO:0007155	CD300A
cell_adhesion	GO:0007155	CD33
cell_adhesion	GO:0007155	CD34
cell_adhesion	GO:0007155	CD36
cell_adhesion	GO:0007155	CD3E
cell_adhesion	GO:0007155	CD4
cell_adhesion	GO:0007155	CD40LG
cell_adhesion	GO:0007155	CD44
cell_adhesion	GO:0007155	CD46
cell_adhesion	GO:0007155	CD47
cell_adhesion	GO:0007155	CD5
cell_adhesion	GO:0007155	CD55
cell_adhesion	GO:0007155	CD58
cell_adhesion	GO:0007155	CD6
cell_adhesion	GO:0007155	CD63
cell_adhesion	GO:0007155	CD70
cell_adhesion	GO:0007155	CD72
cell_adhesion	GO:0007155	CD74
cell_adhesion	GO:0007155	CD80
cell_adhesion	GO:0007155	CD81
cell_adhesion	GO:0007155	CD83
cell_adhesion	GO:0007155	CD84
cell_adhesion	GO:0007155	CD86
cell_adhesion	GO:0007155	CD9
cell_adhesion	GO:0007155	CD93
cell_adhesion	GO:0007155	CD96
cell_adhesion	GO:0007155	CD99
cell_adhesion	GO:0007155	CDC42
cell_adhesion	GO:0007155	CDC42EP1
cell_adhesion	GO:0007155	CDH1
cell_adhesion	GO:0007155	CDH10
cell_adhesion	GO:0007155	CDH11
cell_adhesion	GO:0007155	CDH12
cell_adhesion	GO:0007155	CDH13
cell_adhesion	GO:0007155	CDH15
cell_adhesion	GO:0007155	CDH16
cell_adhesion	GO:0007155	CDH17
cell_adhesion	GO:0007155	CDH18
cell_adhesion	GO:0007155	CDH19
cell_adhesion	GO:0007155	CDH2
cell_adhesion	GO:0007155	CDH20
cell_adhesion	GO:0007155	CDH22
cell_adhesion	GO:0007155	CDH3
cell_adhesion	GO:0007155	CDH4
cell_adhesion	GO:0007155	CDH5
cell_adhesion	GO:0007155	CDH6
cell_adhesion	GO:0007155	CDH7
cell_adhesion	GO:0007155	CDH8
cell_adhesion	GO:0007155	CDH9
cell_adhesion	GO:0007155	CDHR1
cell_adhesion	GO:0007155	CDHR2
cell_adhesion	GO:0007155	CDHR5
cell_adhesion	GO:0007155	CDK5
cell_adhesion	GO:0007155	CDK5R1
cell_adhesion	GO:0007155	CDK6
cell_adhesion	GO:0007155	CDKN2A
cell_adhesion	GO:0007155	CDON
cell_adhesion	GO:0007155	CDSN
cell_adhesion	GO:0007155	CEACAM1
cell_adhesion	GO:0007155	CEACAM5
cell_adhesion	GO:0007155	CEACAM6
cell_adhesion	GO:0007155	CEACAM8
cell_adhesion	GO:0007155	CEBPB
cell_adhesion	GO:0007155	CELSR1
cell_adhesion	GO:0007155	CELSR2
cell_adhesion	GO:0007155	CELSR3
cell_adhesion	GO:0007155	CFDP1
cell_adhesion	GO:0007155	CGREF1
cell_adhesion	GO:0007155	CHL1
cell_adhesion	GO:0007155	CHRD
cell_adhesion	GO:0007155	CHST10
cell_adhesion	GO:0007155	CHST2
cell_adhesion	GO:0007155	CHST4
cell_adhesion	GO:0007155	CIB1
cell_adhesion	GO:0007155	CITED2
cell_adhesion	GO:0007155	CLASP1
cell_adhesion	GO:0007155	CLASP2
cell_adhesion	GO:0007155	CLCA2
cell_adhesion	GO:0007155	CLDN1
cell_adhesion	GO:0007155	CLDN10
cell_adhesion	GO:0007155	CLDN11
cell_adhesion	GO:0007155	CLDN14
cell_adhesion	GO:0007155	CLDN15
cell_adhesion	GO:0007155	CLDN16
cell_adhesion	GO:0007155	CLDN17
cell_adhesion	GO:0007155	CLDN18
cell_adhesion	GO:0007155	CLDN3
cell_adhesion	GO:0007155	CLDN4
cell_adhesion	GO:0007155	CLDN5
cell_adhesion	GO:0007155	CLDN6
cell_adhesion	GO:0007155	CLDN7
cell_adhesion	GO:0007155	CLDN8
cell_adhesion	GO:0007155	CLDN9
cell_adhesion	GO:0007155	CLEC4A
cell_adhesion	GO:0007155	CLEC4M
cell_adhesion	GO:0007155	CLIC1
cell_adhesion	GO:0007155	CLSTN1
cell_adhesion	GO:0007155	CLSTN2
cell_adhesion	GO:0007155	CLSTN3
cell_adhesion	GO:0007155	CNN3
cell_adhesion	GO:0007155	CNTN1
cell_adhesion	GO:0007155	CNTN2
cell_adhesion	GO:0007155	CNTN5
cell_adhesion	GO:0007155	CNTN6
cell_adhesion	GO:0007155	CNTNAP1
cell_adhesion	GO:0007155	CNTNAP2
cell_adhesion	GO:0007155	COL13A1
cell_adhesion	GO:0007155	COL14A1
cell_adhesion	GO:0007155	COL15A1
cell_adhesion	GO:0007155	COL16A1
cell_adhesion	GO:0007155	COL17A1
cell_adhesion	GO:0007155	COL18A1
cell_adhesion	GO:0007155	COL19A1
cell_adhesion	GO:0007155	COL1A1
cell_adhesion	GO:0007155	COL3A1
cell_adhesion	GO:0007155	COL4A3
cell_adhesion	GO:0007155	COL4A6
cell_adhesion	GO:0007155	COL5A1
cell_adhesion	GO:0007155	COL5A3
cell_adhesion	GO:0007155	COL6A1
cell_adhesion	GO:0007155	COL6A2
cell_adhesion	GO:0007155	COL6A3
cell_adhesion	GO:0007155	COL7A1
cell_adhesion	GO:0007155	COL8A1
cell_adhesion	GO:0007155	COL8A2
cell_adhesion	GO:0007155	COMP
cell_adhesion	GO:0007155	CORO1A
cell_adhesion	GO:0007155	CORO1C
cell_adhesion	GO:0007155	CORO2B
cell_adhesion	GO:0007155	CR1
cell_adhesion	GO:0007155	CRB1
cell_adhesion	GO:0007155	CRK
cell_adhesion	GO:0007155	CRKL
cell_adhesion	GO:0007155	CRNN
cell_adhesion	GO:0007155	CRTAM
cell_adhesion	GO:0007155	CSF1
cell_adhesion	GO:0007155	CSF3R
cell_adhesion	GO:0007155	CSK
cell_adhesion	GO:0007155	CSPG5
cell_adhesion	GO:0007155	CSRP1
cell_adhesion	GO:0007155	CSTA
cell_adhesion	GO:0007155	CTLA4
cell_adhesion	GO:0007155	CTNNA1
cell_adhesion	GO:0007155	CTNNA2
cell_adhesion	GO:0007155	CTNNA3
cell_adhesion	GO:0007155	CTNNAL1
cell_adhesion	GO:0007155	CTNNB1
cell_adhesion	GO:0007155	CTNND2
cell_adhesion	GO:0007155	CTSG
cell_adhesion	GO:0007155	CTTN
cell_adhesion	GO:0007155	CUZD1
cell_adhesion	GO:0007155	CX3CL1
cell_adhesion	GO:0007155	CX3CR1
cell_adhesion	GO:0007155	CXADR
cell_adhesion	GO:0007155	CXCL12
cell_adhesion	GO:0007155	CXCL13
cell_adhesion	GO:0007155	CXCL8
cell_adhesion	GO:0007155	CXCR3
cell_adhesion	GO:0007155	CXCR4
cell_adhesion	GO:0007155	CYFIP2
cell_adhesion	GO:0007155	CYP1B1
cell_adhesion	GO:0007155	CYTH1
cell_adhesion	GO:0007155	CYTH3
cell_adhesion	GO:0007155	CYTIP
cell_adhesion	GO:0007155	DAB1
cell_adhesion	GO:0007155	DAG1
cell_adhesion	GO:0007155	DCC
cell_adhesion	GO:0007155	DCHS1
cell_adhesion	GO:0007155	DCHS2
cell_adhesion	GO:0007155	DDR2
cell_adhesion	GO:0007155	DGCR2
cell_adhesion	GO:0007155	DHPS
cell_adhesion	GO:0007155	DISC1
cell_adhesion	GO:0007155	DLC1
cell_adhesion	GO:0007155	DLG1
cell_adhesion	GO:0007155	DLG2
cell_adhesion	GO:0007155	DLG3
cell_adhesion	GO:0007155	DLG4
cell_adhesion	GO:0007155	DLG5
cell_adhesion	GO:0007155	DMP1
cell_adhesion	GO:0007155	DMTN
cell_adhesion	GO:0007155	DNAJA3
cell_adhesion	GO:0007155	DNAJB6
cell_adhesion	GO:0007155	DNM2
cell_adhesion	GO:0007155	DOCK1
cell_adhesion	GO:0007155	DOCK5
cell_adhesion	GO:0007155	DPP4
cell_adhesion	GO:0007155	DPT
cell_adhesion	GO:0007155	DSC1
cell_adhesion	GO:0007155	DSC2
cell_adhesion	GO:0007155	DSC3
cell_adhesion	GO:0007155	DSCAM
cell_adhesion	GO:0007155	DSG1
cell_adhesion	GO:0007155	DSG2
cell_adhesion	GO:0007155	DSG3
cell_adhesion	GO:0007155	DSP
cell_adhesion	GO:0007155	DST
cell_adhesion	GO:0007155	DUSP1
cell_adhesion	GO:0007155	DUSP10
cell_adhesion	GO:0007155	DUSP22
cell_adhesion	GO:0007155	DUSP26
cell_adhesion	GO:0007155	DUSP3
cell_adhesion	GO:0007155	EBI3
cell_adhesion	GO:0007155	ECM2
cell_adhesion	GO:0007155	EDA
cell_adhesion	GO:0007155	EDIL3
cell_adhesion	GO:0007155	EFEMP2
cell_adhesion	GO:0007155	EFNA1
cell_adhesion	GO:0007155	EFNA5
cell_adhesion	GO:0007155	EFNB1
cell_adhesion	GO:0007155	EFNB2
cell_adhesion	GO:0007155	EFNB3
cell_adhesion	GO:0007155	EFS
cell_adhesion	GO:0007155	EGFL6
cell_adhesion	GO:0007155	EGFL7
cell_adhesion	GO:0007155	EGFR
cell_adhesion	GO:0007155	EGR3
cell_adhesion	GO:0007155	ELANE
cell_adhesion	GO:0007155	ELMO2
cell_adhesion	GO:0007155	EMILIN1
cell_adhesion	GO:0007155	EMILIN2
cell_adhesion	GO:0007155	EMP2
cell_adhesion	GO:0007155	ENG
cell_adhesion	GO:0007155	ENTPD1
cell_adhesion	GO:0007155	EPB41L4B
cell_adhesion	GO:0007155	EPB41L5
cell_adhesion	GO:0007155	EPCAM
cell_adhesion	GO:0007155	EPHA1
cell_adhesion	GO:0007155	EPHA2
cell_adhesion	GO:0007155	EPHA3
cell_adhesion	GO:0007155	EPHA4
cell_adhesion	GO:0007155	EPHA7
cell_adhesion	GO:0007155	EPHB1
cell_adhesion	GO:0007155	EPHB2
cell_adhesion	GO:0007155	EPHB3
cell_adhesion	GO:0007155	EPHB4
cell_adhesion	GO:0007155	EPO
cell_adhesion	GO:0007155	ERBB2
cell_adhesion	GO:0007155	ERBB3
cell_adhesion	GO:0007155	ETS1
cell_adhesion	GO:0007155	EXT1
cell_adhesion	GO:0007155	EZR
cell_adhesion	GO:0007155	F11R
cell_adhesion	GO:0007155	FADD
cell_adhesion	GO:0007155	FAF1
cell_adhesion	GO:0007155	FAM107A
cell_adhesion	GO:0007155	FAP
cell_adhesion	GO:0007155	FARP2
cell_adhesion	GO:0007155	FAT1
cell_adhesion	GO:0007155	FAT2
cell_adhesion	GO:0007155	FAT4
cell_adhesion	GO:0007155	FBLN1
cell_adhesion	GO:0007155	FBLN2
cell_adhesion	GO:0007155	FBLN5
cell_adhesion	GO:0007155	FBN1
cell_adhesion	GO:0007155	FCGR2B
cell_adhesion	GO:0007155	FCHO1
cell_adhesion	GO:0007155	FER
cell_adhesion	GO:0007155	FERMT1
cell_adhesion	GO:0007155	FERMT2
cell_adhesion	GO:0007155	FES
cell_adhesion	GO:0007155	FEZ1
cell_adhesion	GO:0007155	FGA
cell_adhesion	GO:0007155	FGB
cell_adhesion	GO:0007155	FGG
cell_adhesion	GO:0007155	FGL1
cell_adhesion	GO:0007155	FGL2
cell_adhesion	GO:0007155	FIBP
cell_adhesion	GO:0007155	FLCN
cell_adhesion	GO:0007155	FLNA
cell_adhesion	GO:0007155	FLOT1
cell_adhesion	GO:0007155	FLOT2
cell_adhesion	GO:0007155	FLRT1
cell_adhesion	GO:0007155	FLRT3
cell_adhesion	GO:0007155	FN1
cell_adhesion	GO:0007155	FNDC3A
cell_adhesion	GO:0007155	FOLR1
cell_adhesion	GO:0007155	FOLR2
cell_adhesion	GO:0007155	FOLR3
cell_adhesion	GO:0007155	FOXA1
cell_adhesion	GO:0007155	FOXA2
cell_adhesion	GO:0007155	FOXC2
cell_adhesion	GO:0007155	FOXF1
cell_adhesion	GO:0007155	FOXJ1
cell_adhesion	GO:0007155	FOXO3
cell_adhesion	GO:0007155	FOXP3
cell_adhesion	GO:0007155	FPR2
cell_adhesion	GO:0007155	FSTL3
cell_adhesion	GO:0007155	FUT1
cell_adhesion	GO:0007155	FUT2
cell_adhesion	GO:0007155	FUT3
cell_adhesion	GO:0007155	FUT4
cell_adhesion	GO:0007155	FUT7
cell_adhesion	GO:0007155	FUT9
cell_adhesion	GO:0007155	FXYD5
cell_adhesion	GO:0007155	FYN
cell_adhesion	GO:0007155	FZD4
cell_adhesion	GO:0007155	FZD7
cell_adhesion	GO:0007155	GAS6
cell_adhesion	GO:0007155	GATA1
cell_adhesion	GO:0007155	GATA3
cell_adhesion	GO:0007155	GBP1
cell_adhesion	GO:0007155	GCNT1
cell_adhesion	GO:0007155	GCNT2
cell_adhesion	GO:0007155	GLI2
cell_adhesion	GO:0007155	GLI3
cell_adhesion	GO:0007155	GLMN
cell_adhesion	GO:0007155	GNAS
cell_adhesion	GO:0007155	GNE
cell_adhesion	GO:0007155	GOLPH3
cell_adhesion	GO:0007155	GP1BA
cell_adhesion	GO:0007155	GP5
cell_adhesion	GO:0007155	GP6
cell_adhesion	GO:0007155	GP9
cell_adhesion	GO:0007155	GPC4
cell_adhesion	GO:0007155	GPM6B
cell_adhesion	GO:0007155	GPNMB
cell_adhesion	GO:0007155	GPR4
cell_adhesion	GO:0007155	GREM1
cell_adhesion	GO:0007155	GRHL2
cell_adhesion	GO:0007155	GRID2
cell_adhesion	GO:0007155	GSK3B
cell_adhesion	GO:0007155	GTPBP4
cell_adhesion	GO:0007155	HABP2
cell_adhesion	GO:0007155	HAPLN1
cell_adhesion	GO:0007155	HAPLN2
cell_adhesion	GO:0007155	HAS1
cell_adhesion	GO:0007155	HAS2
cell_adhesion	GO:0007155	HBB
cell_adhesion	GO:0007155	HCK
cell_adhesion	GO:0007155	HES1
cell_adhesion	GO:0007155	HFE
cell_adhesion	GO:0007155	HHLA2
cell_adhesion	GO:0007155	HLA-A
cell_adhesion	GO:0007155	HLA-DMA
cell_adhesion	GO:0007155	HLA-DMB
cell_adhesion	GO:0007155	HLA-DOA
cell_adhesion	GO:0007155	HLA-DOB
cell_adhesion	GO:0007155	HLA-DPA1
cell_adhesion	GO:0007155	HLA-DPB1
cell_adhesion	GO:0007155	HLA-DQA1
cell_adhesion	GO:0007155	HLA-DQB1
cell_adhesion	GO:0007155	HLA-DQB2
cell_adhesion	GO:0007155	HLA-DRA
cell_adhesion	GO:0007155	HLA-DRB4
cell_adhesion	GO:0007155	HLA-E
cell_adhesion	GO:0007155	HLA-G
cell_adhesion	GO:0007155	HLX
cell_adhesion	GO:0007155	HMGB1
cell_adhesion	GO:0007155	HOXA7
cell_adhesion	GO:0007155	HPSE
cell_adhesion	GO:0007155	HRG
cell_adhesion	GO:0007155	HSD17B12
cell_adhesion	GO:0007155	HSPB1
cell_adhesion	GO:0007155	HSPD1
cell_adhesion	GO:0007155	HSPH1
cell_adhesion	GO:0007155	HYAL1
cell_adhesion	GO:0007155	IBSP
cell_adhesion	GO:0007155	ICAM1
cell_adhesion	GO:0007155	ICAM2
cell_adhesion	GO:0007155	ICAM3
cell_adhesion	GO:0007155	ICAM4
cell_adhesion	GO:0007155	ICAM5
cell_adhesion	GO:0007155	ICOS
cell_adhesion	GO:0007155	ICOSLG
cell_adhesion	GO:0007155	ID1
cell_adhesion	GO:0007155	IDO1
cell_adhesion	GO:0007155	IFNA2
cell_adhesion	GO:0007155	IFNB1
cell_adhesion	GO:0007155	IFNG
cell_adhesion	GO:0007155	IFT74
cell_adhesion	GO:0007155	IGF1
cell_adhesion	GO:0007155	IGFALS
cell_adhesion	GO:0007155	IGFBP2
cell_adhesion	GO:0007155	IGFBP7
cell_adhesion	GO:0007155	IGSF9B
cell_adhesion	GO:0007155	IHH
cell_adhesion	GO:0007155	IL10
cell_adhesion	GO:0007155	IL12A
cell_adhesion	GO:0007155	IL12B
cell_adhesion	GO:0007155	IL12RB1
cell_adhesion	GO:0007155	IL15
cell_adhesion	GO:0007155	IL18
cell_adhesion	GO:0007155	IL1A
cell_adhesion	GO:0007155	IL1B
cell_adhesion	GO:0007155	IL1RAP
cell_adhesion	GO:0007155	IL1RAPL1
cell_adhesion	GO:0007155	IL1RL2
cell_adhesion	GO:0007155	IL1RN
cell_adhesion	GO:0007155	IL2
cell_adhesion	GO:0007155	IL21
cell_adhesion	GO:0007155	IL23A
cell_adhesion	GO:0007155	IL27RA
cell_adhesion	GO:0007155	IL2RA
cell_adhesion	GO:0007155	IL2RG
cell_adhesion	GO:0007155	IL32
cell_adhesion	GO:0007155	IL4
cell_adhesion	GO:0007155	IL4R
cell_adhesion	GO:0007155	IL6
cell_adhesion	GO:0007155	IL6ST
cell_adhesion	GO:0007155	IL7
cell_adhesion	GO:0007155	IL7R
cell_adhesion	GO:0007155	ILK
cell_adhesion	GO:0007155	INPPL1
cell_adhesion	GO:0007155	IRAK1
cell_adhesion	GO:0007155	IRF1
cell_adhesion	GO:0007155	ISLR
cell_adhesion	GO:0007155	ITCH
cell_adhesion	GO:0007155	ITGA1
cell_adhesion	GO:0007155	ITGA10
cell_adhesion	GO:0007155	ITGA2
cell_adhesion	GO:0007155	ITGA2B
cell_adhesion	GO:0007155	ITGA3
cell_adhesion	GO:0007155	ITGA4
cell_adhesion	GO:0007155	ITGA5
cell_adhesion	GO:0007155	ITGA6
cell_adhesion	GO:0007155	ITGA7
cell_adhesion	GO:0007155	ITGA8
cell_adhesion	GO:0007155	ITGA9
cell_adhesion	GO:0007155	ITGAE
cell_adhesion	GO:0007155	ITGAL
cell_adhesion	GO:0007155	ITGAM
cell_adhesion	GO:0007155	ITGAV
cell_adhesion	GO:0007155	ITGAX
cell_adhesion	GO:0007155	ITGB1
cell_adhesion	GO:0007155	ITGB1BP1
cell_adhesion	GO:0007155	ITGB2
cell_adhesion	GO:0007155	ITGB3
cell_adhesion	GO:0007155	ITGB3BP
cell_adhesion	GO:0007155	ITGB4
cell_adhesion	GO:0007155	ITGB5
cell_adhesion	GO:0007155	ITGB7
cell_adhesion	GO:0007155	ITGB8
cell_adhesion	GO:0007155	ITGBL1
cell_adhesion	GO:0007155	ITPKB
cell_adhesion	GO:0007155	JAG1
cell_adhesion	GO:0007155	JAG2
cell_adhesion	GO:0007155	JAK1
cell_adhesion	GO:0007155	JAK2
cell_adhesion	GO:0007155	JAK3
cell_adhesion	GO:0007155	JAM2
cell_adhesion	GO:0007155	JAM3
cell_adhesion	GO:0007155	JUP
cell_adhesion	GO:0007155	KANK1
cell_adhesion	GO:0007155	KAT5
cell_adhesion	GO:0007155	KDR
cell_adhesion	GO:0007155	KIF14
cell_adhesion	GO:0007155	KIF26B
cell_adhesion	GO:0007155	KIFAP3
cell_adhesion	GO:0007155	KIFC3
cell_adhesion	GO:0007155	KIT
cell_adhesion	GO:0007155	KITLG
cell_adhesion	GO:0007155	KLF4
cell_adhesion	GO:0007155	KLHL25
cell_adhesion	GO:0007155	KNG1
cell_adhesion	GO:0007155	KRT18
cell_adhesion	GO:0007155	L1CAM
cell_adhesion	GO:0007155	LAG3
cell_adhesion	GO:0007155	LAMA1
cell_adhesion	GO:0007155	LAMA2
cell_adhesion	GO:0007155	LAMA3
cell_adhesion	GO:0007155	LAMA4
cell_adhesion	GO:0007155	LAMA5
cell_adhesion	GO:0007155	LAMB1
cell_adhesion	GO:0007155	LAMB2
cell_adhesion	GO:0007155	LAMB3
cell_adhesion	GO:0007155	LAMB4
cell_adhesion	GO:0007155	LAMC1
cell_adhesion	GO:0007155	LAMC2
cell_adhesion	GO:0007155	LAMC3
cell_adhesion	GO:0007155	LAPTM5
cell_adhesion	GO:0007155	LAX1
cell_adhesion	GO:0007155	LCK
cell_adhesion	GO:0007155	LDB1
cell_adhesion	GO:0007155	LEF1
cell_adhesion	GO:0007155	LEP
cell_adhesion	GO:0007155	LGALS1
cell_adhesion	GO:0007155	LGALS2
cell_adhesion	GO:0007155	LGALS3
cell_adhesion	GO:0007155	LGALS3BP
cell_adhesion	GO:0007155	LGALS4
cell_adhesion	GO:0007155	LGALS9
cell_adhesion	GO:0007155	LIF
cell_adhesion	GO:0007155	LILRB1
cell_adhesion	GO:0007155	LILRB2
cell_adhesion	GO:0007155	LILRB4
cell_adhesion	GO:0007155	LIMCH1
cell_adhesion	GO:0007155	LIMS2
cell_adhesion	GO:0007155	LMO7
cell_adhesion	GO:0007155	LOXL2
cell_adhesion	GO:0007155	LPP
cell_adhesion	GO:0007155	LPXN
cell_adhesion	GO:0007155	LRFN3
cell_adhesion	GO:0007155	LRFN4
cell_adhesion	GO:0007155	LRP6
cell_adhesion	GO:0007155	LRRC32
cell_adhesion	GO:0007155	LRRN2
cell_adhesion	GO:0007155	LSAMP
cell_adhesion	GO:0007155	LY6D
cell_adhesion	GO:0007155	LY9
cell_adhesion	GO:0007155	LYN
cell_adhesion	GO:0007155	LYPD3
cell_adhesion	GO:0007155	LYVE1
cell_adhesion	GO:0007155	MACF1
cell_adhesion	GO:0007155	MAD1L1
cell_adhesion	GO:0007155	MADCAM1
cell_adhesion	GO:0007155	MAG
cell_adhesion	GO:0007155	MAGI1
cell_adhesion	GO:0007155	MALT1
cell_adhesion	GO:0007155	MAP2K5
cell_adhesion	GO:0007155	MAP3K8
cell_adhesion	GO:0007155	MAP4K4
cell_adhesion	GO:0007155	MAPK14
cell_adhesion	GO:0007155	MAPK7
cell_adhesion	GO:0007155	MBP
cell_adhesion	GO:0007155	MCAM
cell_adhesion	GO:0007155	MDK
cell_adhesion	GO:0007155	MEGF9
cell_adhesion	GO:0007155	MEN1
cell_adhesion	GO:0007155	MERTK
cell_adhesion	GO:0007155	METAP1
cell_adhesion	GO:0007155	METTL3
cell_adhesion	GO:0007155	MFAP4
cell_adhesion	GO:0007155	MFGE8
cell_adhesion	GO:0007155	MIA3
cell_adhesion	GO:0007155	MICALL2
cell_adhesion	GO:0007155	MILR1
cell_adhesion	GO:0007155	MINK1
cell_adhesion	GO:0007155	MIP
cell_adhesion	GO:0007155	MKLN1
cell_adhesion	GO:0007155	MMP12
cell_adhesion	GO:0007155	MMP14
cell_adhesion	GO:0007155	MMP2
cell_adhesion	GO:0007155	MMP24
cell_adhesion	GO:0007155	MMRN1
cell_adhesion	GO:0007155	MMRN2
cell_adhesion	GO:0007155	MOG
cell_adhesion	GO:0007155	MPL
cell_adhesion	GO:0007155	MPZ
cell_adhesion	GO:0007155	MPZL2
cell_adhesion	GO:0007155	MSLN
cell_adhesion	GO:0007155	MSN
cell_adhesion	GO:0007155	MTSS1
cell_adhesion	GO:0007155	MUC1
cell_adhesion	GO:0007155	MUC16
cell_adhesion	GO:0007155	MUC4
cell_adhesion	GO:0007155	MXRA8
cell_adhesion	GO:0007155	MYB
cell_adhesion	GO:0007155	MYBPC1
cell_adhesion	GO:0007155	MYBPC2
cell_adhesion	GO:0007155	MYBPC3
cell_adhesion	GO:0007155	MYBPH
cell_adhesion	GO:0007155	MYF5
cell_adhesion	GO:0007155	MYH10
cell_adhesion	GO:0007155	MYH9
cell_adhesion	GO:0007155	MYL12A
cell_adhesion	GO:0007155	MYL9
cell_adhesion	GO:0007155	MYO10
cell_adhesion	GO:0007155	MYOC
cell_adhesion	GO:0007155	MYOT
cell_adhesion	GO:0007155	NCAM1
cell_adhesion	GO:0007155	NCAM2
cell_adhesion	GO:0007155	NCAN
cell_adhesion	GO:0007155	NCK1
