gene_symbol,log2FC_AA_minus_HN,AveExpr,t,P.Value,adj.P.Val,B,DEG_status,FDR_only,primary_DEG,direction
CD59,0.00779479899999988,9.4744396604375,0.0229475728204682,0.981990581253142,0.989642904679052,-6.13193360037111,not_DEG,FALSE,FALSE,up
CD5L,0.076392860269841,2.3020793281875,2.13395398553432,0.0495300364111912,0.133876210006725,-4.12099535660672,not_DEG,FALSE,FALSE,up
CD6,-0.175172852714286,3.2430957220625,-1.4548003459404,0.166060122428461,0.298589331629393,-5.12824637665809,not_DEG,FALSE,FALSE,down
CD63,-0.541055603492062,9.87009942475,-3.41924340757722,0.00374157725627837,0.033318360421948,-1.7939635680225,down,TRUE,TRUE,down
CD69,-0.669313403555555,4.7192163065,-1.29432542159833,0.214868956153241,0.355292671699356,-5.32647817485731,not_DEG,FALSE,FALSE,down
CD7,0.059408078555555,3.4315884641875,0.362777679350446,0.721765152577105,0.812630171195448,-6.06561231233119,not_DEG,FALSE,FALSE,up
CD70,0.0359098912222223,2.4793428778125,1.38723660030313,0.185371553407603,0.321985938893928,-5.21386696064467,not_DEG,FALSE,FALSE,up
CD72,0.133171038984127,3.244553554,0.823626673717564,0.42288464701892,0.565423451209121,-5.79523725423987,not_DEG,FALSE,FALSE,up
CD74,-0.437723257714286,9.80090519025,-1.0640283573919,0.303924837603236,0.450803279040998,-5.57813827305105,not_DEG,FALSE,FALSE,down
CD79A,0.0876080943333333,2.8254172850625,0.335532735865245,0.74180877913612,0.825516063779837,-6.07520146155114,not_DEG,FALSE,FALSE,up
CD79B,0.27653116284127,3.2774974018125,0.935276705889762,0.364265021242453,0.50946753110345,-5.70049851846425,not_DEG,FALSE,FALSE,up
CD80,-0.049175215031746,2.5214729836875,-0.503699967223331,0.621692274252525,0.736440045793658,-6.00436363485301,not_DEG,FALSE,FALSE,down
CD81,-0.880137499126984,8.8834305993125,-4.35077280943549,0.000553902000224909,0.0251913490861422,-0.0335135873113011,down,TRUE,TRUE,down
CD82,-0.121988985444444,5.3802335126875,-0.763154431676924,0.457050936340319,0.596919586032136,-5.84197621002975,not_DEG,FALSE,FALSE,down
CD83,-0.844307814174603,5.8751593148125,-1.14759347248463,0.268875407637112,0.414521614091325,-5.49152922775327,not_DEG,FALSE,FALSE,down
CD84,0.0881498921904763,2.4003085625,2.86501870020552,0.011678284576672,0.057192598198089,-2.83428978135347,not_DEG,FALSE,FALSE,up
CD86,-0.389046677873016,3.420355608125,-1.13642939757756,0.273373707273077,0.419339117620738,-5.50341808771025,not_DEG,FALSE,FALSE,down
CD8A,-0.235477723809524,4.3628666165,-0.733485513243471,0.474422229322182,0.613351438568307,-5.86370550489325,not_DEG,FALSE,FALSE,down
CD9,-0.419537862809524,9.4174264013125,-1.73917389071924,0.102205931173082,0.214014989724409,-4.73634780641455,not_DEG,FALSE,FALSE,down
CD93,-0.918820312682539,4.0675436836875,-3.90006622117133,0.00138872895989299,0.0255428587787515,-0.880969333664845,down,TRUE,TRUE,down
CD96,0.0294901798253968,2.9544517124375,0.258111568612716,0.799782269759899,0.867562363973367,-6.09841795580855,not_DEG,FALSE,FALSE,up
CD97,-0.184320154666666,6.13814162,-0.486856601747602,0.633304399159075,0.745596222746979,-6.01270258799736,not_DEG,FALSE,FALSE,down
CD99,-0.437552746460317,6.9325867236875,-1.5174295901238,0.149675917605069,0.27793158771508,-5.04619157558992,not_DEG,FALSE,FALSE,down
CDA,0.0778612843809524,2.29388883975,2.69319466911386,0.0165362800369449,0.0695077740782403,-3.14872302510801,not_DEG,FALSE,FALSE,up
CDADC1,0.000630283126983899,2.8564081896875,0.0167685945445086,0.986839313819382,0.991680806579721,-6.13205832511391,not_DEG,FALSE,FALSE,up
CDC123,-0.384788819825397,5.3690849665625,-2.00319332907548,0.0633175573604373,0.156979620497986,-4.33276739215377,not_DEG,FALSE,FALSE,down
CDC14A,0.888694127841269,3.981318116625,4.93866006322156,0.000171600159897434,0.0251913490861422,1.04268271929344,up,TRUE,TRUE,up
CDC14B,-0.722369546412699,4.666484095,-2.98634382316632,0.00911759175318392,0.0493819663146394,-2.60931877766628,down,TRUE,TRUE,down
CDC16,0.275800193079365,7.11773846875,1.24118763414366,0.233347322441319,0.376131661699799,-5.38810532271904,not_DEG,FALSE,FALSE,up
CDC20,-0.0815942738253972,5.3461699866875,-0.10336242172003,0.919026511400608,0.947729566741467,-6.12677315508533,not_DEG,FALSE,FALSE,down
CDC23,-0.311759895619048,5.095821852,-1.78156560329437,0.0948025242666943,0.203993701247507,-4.67392455380583,not_DEG,FALSE,FALSE,down
CDC25A,0.0705807577619049,2.4183457578125,2.65391097348695,0.0178952291421239,0.0729708937426806,-3.21979574287712,not_DEG,FALSE,FALSE,up
CDC25B,-0.275048760396826,2.7677329165625,-1.01855819138573,0.324349010795214,0.470383220736795,-5.62291453768586,not_DEG,FALSE,FALSE,down
CDC25C,0.172549560492064,2.7165790120625,3.32957328385947,0.00450216348800281,0.0355529059092432,-1.96393449294573,not_DEG,TRUE,FALSE,up
CDC27,0.321685786238095,3.9934308951875,2.38889467721645,0.0302832029942393,0.0990813403047016,-3.68942226726174,not_DEG,FALSE,FALSE,up
CDC34,0.0710501153968256,3.218574078625,0.679320572496841,0.507146389597316,0.641706913097773,-5.90130454892625,not_DEG,FALSE,FALSE,up
CDC37,-0.815433194777778,3.3135536409375,-5.02753936010741,0.000144215907352264,0.0251913490861422,1.20164360150449,down,TRUE,TRUE,down
CDC37L1,0.136956063936508,2.57032528525,1.73676201112602,0.102641989795946,0.214534240541353,-4.73987016681987,not_DEG,FALSE,FALSE,up
