"sample_id","tissue","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"AF053","nasal",-58.7169155190553,-5.30673810284199,-46.6274017490798,-23.0727647934963,-13.8119201527913,31.6857561658645,8.79209230899825,-13.329303823791,-16.0846347621749,6.27297957650629
"AF055","nasal",36.9639870079081,43.3436302805501,36.8999203370148,-39.9775230069213,35.5621601683629,-1.16908041656847,8.90308096475647,11.3912499151624,13.2438289894972,1.25606429483766
"AF057","nasal",33.2536964366771,2.27449060204047,-1.03670612921905,13.6333872765707,-9.006581565525,38.6118741812449,-23.0752865151651,12.6116598449748,4.06949438653449,0.0601443623029222
"AF059","nasal",-2.0146284951335,-75.73633068819,21.6016449031086,-15.8276291386883,-34.9911329413139,-36.8288924642165,12.4094100362873,23.9656369737535,-2.17630667724469,-0.954146364140858
"AF061","nasal",10.2300585945027,-27.1184708276496,-49.7690059460387,-49.0468437870682,8.48817600569783,32.0011859513412,-20.42510479725,-4.25312338961428,11.1957362817319,-4.33799724420256
"AF063","nasal",-6.50526127969158,-13.1325420012456,55.0943878662314,13.919268374398,49.4564173788307,5.1356227153172,5.68418881663674,3.6787016896705,16.2874975661094,-1.96204921905441
"AF065","nasal",20.0559951023389,4.32711457384475,-24.8995972746622,12.4227046165543,-16.6633435173184,13.814258362108,-4.15399815958045,18.4618696733219,23.1845369145851,12.6511498919707
"AF067","nasal",-83.813186304102,-26.3086670687278,-18.4510181987499,1.91091289754492,-3.0908365310789,-8.55306362312353,1.99931570674872,2.86397668636299,-4.89190775894019,5.74173060428278
"AF069","nasal",17.127344550272,-50.5004789829046,-44.9573955814172,-16.375677936679,12.6201269843092,-11.6785008033479,26.0030801750513,-20.6148278019651,-42.7003951925647,25.5212635732676
"AF071","nasal",33.8425764160442,3.27895078009887,12.0222322058495,30.034821376799,36.3102044442546,-30.0809762457041,3.18566110354806,-3.25432829928956,-12.6955704820976,42.7522853503019
"AF073","nasal",-1.66871113343104,-73.9515949212983,-19.5443959904285,35.5223041576331,15.787192500813,-6.41564264276034,0.872971059942873,26.0040427008001,3.82730387538651,-4.11595759607854
"AF075","nasal",-39.2458984858121,-12.9100390431089,-3.18816001886748,-26.3999672849051,22.2898387799752,-41.9394567143941,15.5262052139727,11.5062481506691,11.7123610549699,0.469214823581138
"AF077","nasal",-69.8296202217805,-29.0053881821699,-25.6741125115791,-56.5878737709979,15.9384313806532,-10.5429862577151,-54.6345922249884,21.4939152538184,-1.28558698818953,14.1448315141051
"AF078","nasal",23.7884167976067,-15.1185601010346,5.65415789064764,1.24409949805674,18.6251916704649,15.3788386276051,24.3935080430436,-7.75869496245422,6.32318244394234,-6.9805563528926
"AF080","nasal",71.1505898802406,17.9695139845638,-2.90526064373562,4.86000620158374,12.6755673567611,-4.65804564958007,-26.6563410097227,-3.27059822220802,-5.25915090641466,10.7009217213515
"AF082","nasal",-51.566539253425,25.3427122598252,36.0115772064335,23.0252335622734,5.74231098057131,-11.0103584759531,-28.8736869105447,-16.1917432546038,10.4480216763584,10.2508187133926
"AF084","nasal",-41.4839732122646,31.3461815157357,-19.5546363986655,-8.36454575490036,-25.4371303657072,-12.7966156364971,0.0511738452585539,-18.2451428632391,-4.16145887094664,13.5847755955981
"AF085","nasal",-36.3611468144644,32.5212827012034,30.0060106961922,-6.57630956912052,9.65161123189515,-14.7639595830175,-9.15516278203896,-13.6411029636695,-37.7431931438005,-26.3445133815251
