model,mean_silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,bootstrap_mean_ARI,bootstrap_mean_NMI,mean_assignment_agreement
T2_IFN,0.506008917439431,779.756060598899,0.677190985196288,68,0.958251572856021,0.958251572856021,0.986048920863309
T2_IFN_fixed32,0.355353822893888,352.99854225133,1.02415572356555,58,0.929330451898544,0.929330451898544,0.975988489208633
T2_IFN_Reactome,0.3472569614908,353.617004263533,1.04859445274676,64,0.92890895834233,0.92890895834233,0.976523741007194
T2_IFN_NABA,0.348480950614281,337.587428736063,1.04471577487085,74,0.910103243613344,0.910103243613344,0.970539568345324
