sample_id,CST1_z,CLCA1_z,SERPINB2_z,T2_score,T2_median,molecular_T2_status
HR1650,0.372705898744698,0.2768097924018,0.159362561511216,0.269626084219238,0.00414386701393426,high
HR1651,-0.862829056157544,-0.757571833730131,-0.0377727080823483,-0.552724532656674,0.00414386701393426,low
HR1652,0.494746635374722,0.140350377084177,-0.0745274289496343,0.186856527836422,0.00414386701393426,high
HR1653,-0.0822361933074981,-0.867325494983892,-0.153293391492528,-0.367618359927973,0.00414386701393426,low
HR1654,1.32535729628031,2.28520784268333,2.20753129410466,1.93936547768943,0.00414386701393426,high
HR1656,0.463866397949496,-0.242855997652544,-0.254495408926452,-0.0111616695431667,0.00414386701393426,low
HR1657,1.50350870545192,2.22578945081963,2.40445243026226,2.04458352884461,0.00414386701393426,high
HR1658,-0.564933219325259,-0.165896620141785,-0.58619194055432,-0.439007260007121,0.00414386701393426,low
HR1659,-1.30615873099568,-1.03471939667274,-1.00804384561737,-1.1163073244286,0.00414386701393426,low
HR1660,0.585180139894612,0.0334330178516199,-0.351205238993524,0.0891359729175692,0.00414386701393426,high
HR1661,0.630734267224406,-0.35882288852554,0.108389018660834,0.1267667991199,0.00414386701393426,high
HR1662,-1.27765744396659,-0.885692041939904,-1.64408725845717,-1.26914558145455,0.00414386701393426,low
HR1663,1.1770439054236,2.07909478963771,1.52556653040504,1.59390174182212,0.00414386701393426,high
HR1664,-1.15935129584313,-1.03471939667274,-1.10246570501495,-1.09884546584361,0.00414386701393426,low
HR1665,1.24115993284179,0.925466788639727,0.984041788004274,1.05022283649526,0.00414386701393426,high
HR1666,0.150858512267032,-0.332474399706527,-0.071634925820387,-0.084416937753294,0.00414386701393426,low
HR1667,-1.00345894558523,-0.885768069768038,-0.834011035620955,-0.907746016991407,0.00414386701393426,low
HR1668,-1.40874798521381,-1.03471939667274,-2.3393291097126,-1.59426549719972,0.00414386701393426,low
HR1669,0.99947720294767,0.39089711004717,1.75137220797245,1.04724884032243,0.00414386701393426,high
HR1670,0.674045941890883,-0.31055634613799,-0.0481846225624091,0.105101657730161,0.00414386701393426,high
HR1671,0.997361543207142,1.07815712695405,1.51664716689999,1.19738861235373,0.00414386701393426,high
HR1672,0.971738034942147,0.705555268650651,0.97945720786327,0.885583503818689,0.00414386701393426,high
HR1673,-1.3922600416666,-0.799278397235756,-0.478290536126965,-0.88994299167644,0.00414386701393426,low
HR1674,1.05705542313645,1.91210041744862,0.701100097372336,1.2234186459858,0.00414386701393426,high
HR1675,-1.20253101221004,-1.03471939667274,-0.447415035592459,-0.894888481491746,0.00414386701393426,low
HR1676,-1.42201773273535,-1.03471939667274,-0.827054437770166,-1.09459718905942,0.00414386701393426,low
HR1677,-1.32505469514395,-0.815093150224016,-0.763754359846053,-0.967967401738006,0.00414386701393426,low
HR1678,0.949969705838229,1.28885110656326,0.995171098032518,1.077997303478,0.00414386701393426,high
HR1679,-1.40945615414138,-1.03471939667274,-0.978411702363518,-1.14086241772588,0.00414386701393426,low
HR1680,0.000426621303823742,-0.877606903245603,-0.942690367372001,-0.60662354977126,0.00414386701393426,low
HR1681,0.497378205762541,0.173551846918463,0.368652104641936,0.346527385774313,0.00414386701393426,high
HR1682,0.488305350391149,-0.778822267969629,-0.755047570392955,-0.348521495990479,0.00414386701393426,low
HR1683,-1.41434970712931,-0.902004925265786,-1.01486165692418,-1.11040542977309,0.00414386701393426,low
HR1684,-1.57200901846611,-0.889512693410195,0.248617153283803,-0.737634852864167,0.00414386701393426,low
HR1686,0.684805063650069,-0.0914495142222781,-0.107614729568492,0.161913606619766,0.00414386701393426,high
HR1687,0.746953155053748,0.893458092945684,-0.844687714376734,0.265241177874233,0.00414386701393426,high
HR1688,0.61532683070833,0.456145095280155,0.0327923749997779,0.368088100329421,0.00414386701393426,high
HR1689,0.875089010632293,0.822435532824962,0.321576673468813,0.673033738975356,0.00414386701393426,high
HR1690,0.163022905376096,-0.770458010006009,-1.18680011856382,-0.598078407731243,0.00414386701393426,low
HR1691,1.2946945801565,1.72051685595534,1.23107029514718,1.41542724375301,0.00414386701393426,high
HR1692,1.09582077624925,1.01697952521136,0.381650536910342,0.831483612790317,0.00414386701393426,high
HR1693,-0.178214305917729,-0.894951777303145,-1.14630367794195,-0.73982325372094,0.00414386701393426,low
HR1695,0.188138096301917,-0.290966392860929,0.138991986765726,0.012054563402238,0.00414386701393426,high
HR1696,-1.39786417801798,-1.03471939667274,-0.0837697523534283,-0.838784442348051,0.00414386701393426,low
