ECM_definition,metric,true_value,random_n,random_mean,random_sd,q2.5,q50,q97.5,empirical_p,monte_carlo_se,true_percentile,BH_FDR_external8
Reactome_ECM,delta_bootstrap_ARI,-0.022475584304495,10000,-0.0197936162252875,0.0120179498768555,-0.0447349054474563,-0.0195398953488161,0.00306819083212585,0.599340065993401,0.00490007694362419,0.4007,0.998200179982002
Reactome_ECM,delta_silhouette,-0.158751955948631,10000,-0.157055087731773,0.00824460514501817,-0.168890084153238,-0.158425644094998,-0.137039227331612,0.516248375162484,0.00499710935644457,0.4838,0.998200179982002
Reactome_ECM,cross_definition_cluster_ARI,0.581070374577994,10000,0.592898710114986,0.0378505027481968,0.514316265161281,0.596664088318828,0.664642746252023,0.663433656634337,0.00472511495275843,0.3366,0.998200179982002
Reactome_ECM,nasal_projection_assignment_margin,0.842737344806396,10000,0.866859594186528,0.0587073293190723,0.768638069116358,0.86062824943699,1.00112267548409,0.629437056294371,0.0048293138869329,0.3706,0.998200179982002
NABA_core,delta_bootstrap_ARI,-0.0427255566734486,10000,-0.0223776560330669,0.0119521029429995,-0.0482765446757659,-0.0214692987442833,-0.00103053001161673,0.946205379462054,0.002256006865507,0.0538,0.998200179982002
NABA_core,delta_silhouette,-0.15752796682515,10000,-0.160060411006242,0.00822414604625433,-0.171474487312257,-0.161563638893138,-0.140180869214216,0.322967703229677,0.00467587106462541,0.6771,0.998200179982002
NABA_core,cross_definition_cluster_ARI,0.581070374577994,10000,0.791456624887698,0.07298956703488,0.641098388797026,0.792323870309704,0.903539719916587,0.998200179982002,0.000423839713311341,0.0018,0.998200179982002
NABA_core,nasal_projection_assignment_margin,0.78244972911427,10000,0.838326715918247,0.0349621788713168,0.779377394711736,0.834973825848478,0.914670837063811,0.968003199680032,0.00175982692610501,0.032,0.998200179982002
