state_label,n,T2_high,asthma,mean_T2_z,mean_IFN_z,mean_repair_ECM_z
E1_T2_high_IFN_low,338,310,231,0.824374838440457,-0.360145382054443,-0.445869453285903
E2_T2_low,299,12,173,-0.915708603419676,-0.0919169403662834,0.350098556066942
E3_IFN_high_repair_high,58,25,37,-0.0834797063860574,2.57262593627449,0.79352425770034
