sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HR1208,-22.128496495809,12.8345267455172,-7.37979121786779,11.2666913954794,1.36200025038769,5.89775685575136,2.65366326015115,2.63884797956889,-3.37827169325495,2.738161581185
HR1210,-35.111159427176,-29.937566312163,-2.3868805156823,-1.27950284538857,-0.284077456701454,1.67469839340432,7.9885731066185,-11.6565769357071,-5.51604077366815,9.33022028313513
HR1212,9.67082203945335,19.2943601791684,-7.53253691247698,7.18516295185148,0.672968589502777,0.654540015335648,1.2866254938387,3.28003241174645,1.45902223456849,-0.944923412486099
HR1213,31.3795658640546,-46.250800270234,-22.7607657615947,10.7486383973527,-14.3647390532866,0.823360842284188,0.478020203479821,5.15707739379805,6.46460027141762,-8.69792381813619
HR1214,41.2112912620816,-15.2609976536412,-21.3828350205055,-23.6982411366413,2.89825808127409,3.71689433788782,0.983837528525398,-2.44816270265,-7.24472304429865,1.76905298476339
HR1216,-21.2933303652416,0.311889624403866,-3.81334420785696,-4.80428643462738,3.73585462077821,-0.116685297337233,-4.26226537842829,4.75783544933261,-0.00472216543835108,2.90590011443322
HR1218,2.52391136419547,-59.0178348967629,-8.96023396702566,-0.758186722640911,-3.84202348932711,2.5967604511,-4.37091132305456,2.82686020999831,2.77385783573119,9.47327980377242
HR1219,-6.02471937251265,-10.2153531803692,16.6513266672118,13.8983256498277,-16.4086097943192,1.79184186401062,2.43597599034229,4.85383080806965,-4.93594484067819,0.964403776930028
HR1221,-20.6289025944318,-24.1606766923959,6.53270761047448,-5.70005009202579,-7.51348136373762,2.28315736319642,-9.81379372808986,-6.2040231072221,-2.7037673689041,4.16084575859593
HR1223,8.21212095850292,16.3306302528105,9.49108363213247,12.449306037786,-2.23482515857555,-4.44671630618999,-6.86708167088711,5.30926427905528,-1.70868403251641,-3.02910608756314
HR1226,-19.9896490499013,5.03442841986082,8.70209759326412,-9.04717596513796,3.01013132293692,8.81476693178127,-7.35200883477723,0.0676278009385898,-1.36086330265446,-1.17244443429869
HR1227,-4.62232829260172,15.1295021764588,-8.44748496478811,20.0258388221728,-0.428233404709377,7.72335798159742,-1.29042357770341,-3.61098766180366,-1.95429792604993,-1.37911760213016
HR1229,-16.620456436539,11.680845720886,-7.82780014741793,-6.38322980490538,-4.2891504766081,-6.37350904693275,11.6529581544359,-5.71167050498176,2.78692456450843,2.33019918718945
HR1230,-25.1937141996909,-7.6329643802908,2.16369673638258,-1.24171188081513,13.891523472629,10.4894630627846,-1.51241227068404,7.80846633005936,-0.471937753195221,-10.0956551110345
HR1232,9.18826519413065,-12.6063770976066,-3.33279622765011,11.9895527938272,4.92522324058755,3.03128764323966,7.26389930137713,-10.644963639787,4.07742298979404,-1.36539095013885
HR1234,-22.251199087683,8.70874212828701,16.4510772738415,-2.90745171379413,-19.8900652097806,-4.98159467599801,-7.77472922513587,15.8229374495352,-8.01787214179181,7.13926248253677
HR1235,7.43646569678262,18.0998983100125,-2.37021362411578,4.24501574082577,9.44962746603044,-5.60634139103115,0.57758557122897,4.34624539473771,2.16419856408888,0.696044598991899
HR1236,-9.7620671752286,-40.8806628059249,2.67479258011682,-10.8755841911617,2.99701852193361,-2.79295937381054,-11.7720268269861,8.03398087135795,-4.51178388410251,10.455056047308
HR1239,-24.4917816733107,8.34160333027068,7.93434973966649,-31.7951011257616,-3.74996819109284,-9.08553670196836,-4.53314997519672,-9.78973861669453,5.66682834750617,-18.4490820033399
HR1240,-13.546699461203,-15.5070496118698,11.2650455404846,-5.6354800761997,9.87451123071134,-1.76221274062883,5.89198368528372,2.47977387240989,0.0503392002874334,-5.93182599098905
HR1244,-9.4143035514235,-1.52367989853576,2.02802405701691,11.981555025442,-1.4317982354223,0.752687218827624,0.553811373619153,-4.81157145172829,0.656640231391687,1.22569335813082
HR1245,-22.1581075325711,17.1812631851621,-1.33110068899902,-4.64088229800862,-0.440259251822648,-3.0668713620036,0.706463001094764,3.18410342486093,-0.410100670291037,1.10476534216342
HR1248,-14.8498772745984,-2.00889594992645,6.67051629095033,-0.095330940692604,22.2742214164221,0.800876892968284,2.93276337493085,-0.357648275795163,-3.90552249260278,-0.160846515859185
HR1250,-8.27809507824658,12.4744949968263,-5.46536382780056,10.8373115926801,-6.7616524207823,4.07619671998782,-5.23388827411863,3.14199296393609,3.75846270606641,-4.06046234293344
HR1252,0.966916325768662,-31.1454180613092,8.80350895139804,5.80837158804616,12.5221291556205,1.91997322332194,-0.573749360497215,6.50261869496468,3.65378929925252,0.907058475588655
HR1259,-5.02247052277518,-33.2572917085978,-0.98066117627588,1.60427597945497,5.26371822739175,11.2021037024225,-8.56319578454678,2.19420888429693,3.569204127295,-4.41482672839051
HR1260,-33.4775680851078,-9.90998391510072,0.385895955275439,6.24660678102588,3.68807892409548,9.79926482728774,-1.26346042679803,-2.6506927523354,-4.68245311632813,4.81462704960908
HR1262,5.02717729266738,-40.026844397243,4.81098929930095,2.8837326160438,12.2426706988018,4.75891615870569,-6.65308623716095,5.47819642620828,6.38796119377752,0.744716614823316
HR1269,25.002384306874,-8.86189530042374,24.2671081703882,14.8950022513911,3.51926662710119,-4.27611384755612,-3.23224808080163,-2.12638182763212,-4.13960370059942,2.4929993439517
HR1272,9.29689151771617,7.77917213289982,5.21164728518538,7.35876697656606,-9.83354791623381,-14.2489801524056,2.91532788582447,-6.05433871071602,2.26344139683484,0.862773232431403
HR1273,-19.1548700758205,-20.666012921037,-3.8673671072182,7.18117955116251,3.67838851754096,6.68166726976349,3.46744840348138,-1.52433953980211,2.90602033677995,-0.65869167354001
HR1277,-0.00496580470807301,15.1139807480903,-5.87136007486874,3.60145146913948,4.77798512019016,-4.20002401215115,6.73252404603492,-2.09366634651405,1.2217176746954,4.7204960053375
