gene_symbol,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC,loading
EDNRA,-0.00321756171151137,-0.00864190423937757,0.018535025367033,-0.0684891410651422,-0.027730274187104,0.03795464665394,-0.00396802459840286,-0.0121130548024167,-0.0195561127984305,0.0394879247886801,PC4,-0.0684891410651422
PDPN,-0.0110937250798016,-0.00454913062108691,0.0208237672464752,-0.0676796202550923,-0.0234774213739463,-0.000939097411427926,-0.0275155147122743,-0.0100572485387293,0.00842955779464503,0.0511807579862775,PC4,-0.0676796202550923
FXYD6,-0.0125812281178747,0.00637773257265878,0.0070395270869593,-0.065503216500071,-0.0344004162828336,-0.000279722293185903,-0.00904131914346736,0.00367998574059803,0.0132044913132461,-0.00885406000030358,PC4,-0.065503216500071
JAM3,-0.0211980119213701,0.0180508241497512,0.0167028929672687,-0.0644416431372248,-0.0259334773587688,-0.0185227638373602,-0.0143274399496988,-0.00997467861329472,-0.00159848848824982,0.0146175197940518,PC4,-0.0644416431372248
LGR6,-0.0212064396344255,-0.0120092636072287,0.00739337365688827,-0.0632730198640423,-0.0204018989958535,-0.00936294245566933,-0.0100698958930315,0.000415259666944566,0.0085197592090862,-0.0353833801450633,PC4,-0.0632730198640423
LAMB1,-0.018892147568895,-0.00202587937051667,0.00264696578862907,-0.0628674889826073,-0.0388862179041255,-0.018819097586995,-0.0135298033555056,-0.0150198545340987,0.0273302696994761,0.00858970555713053,PC4,-0.0628674889826073
SLCO1A2,-0.0124967577283926,0.00206705046739214,0.0233442237623172,-0.0625089620382484,-0.0133251114831886,-0.0415888047804337,-0.00417605103283609,-0.0413465715946843,0.026911838913164,-0.0629829585657165,PC4,-0.0625089620382484
TP63,-0.0200550154795292,-0.00776634184281412,0.00449602345123637,-0.0621764237686009,-0.0402903618984615,0.000154028135183884,-0.00987542981059784,0.00387987780114175,0.0188513720423609,0.0309487350321516,PC4,-0.0621764237686009
KIRREL,-0.0158277710821328,-0.0190063742605471,0.0149030979647339,-0.0620450584214447,-0.0270442463690818,-0.0164668355390988,-0.0193493951143465,-0.00444242894756333,0.0197083969957876,0.0369697907214034,PC4,-0.0620450584214447
GPX6,-0.0174413900413369,-0.00917171923310081,0.0239661133054514,-0.0615585925622311,-0.00818921469501726,-0.0185536989335917,-0.0087311606069831,-0.0188977956731559,0.0312739988356822,-0.0634451771154611,PC4,-0.0615585925622311
GFRA1,-0.0194912805603328,0.0125853188876615,0.0209372032291737,-0.0613515399672627,-0.026126335936474,-0.0195598786782056,-0.0205627833605883,-0.00663469657522795,0.0190709760759411,0.0190175691904495,PC4,-0.0613515399672627
GUCY1A3,-0.00468855175474632,-0.0209609035659894,0.0286210207227502,-0.0609231666514992,0.0147841349158704,-0.0174267379170774,-0.010142963776467,-0.00142546919539467,0.0188140016861665,0.0186384417543197,PC4,-0.0609231666514992
SPOCK1,-0.0184455289055173,0.00207730441316967,0.0319393728970906,-0.0607030580532362,-0.0233605108584306,-0.0185999640613074,-0.0114660968629276,-0.0264942632968209,0.0156046453967936,-0.0305097152784931,PC4,-0.0607030580532362
CDH2,-0.0156675380874611,0.00916650395692069,0.0267199443592073,-0.059297098578928,-0.0212271193800659,-0.0323859623436537,-0.0132043960141509,-0.026105526787667,0.0150887678769113,-0.0421020283554906,PC4,-0.059297098578928
C1S,0.0225157678559735,0.0210544783089017,0.00449727932377256,-0.0590260944599473,-0.0128808267801207,0.0183641891830793,-0.00662627785260551,-0.0273687031323706,-0.00750099027324546,0.0103838278567969,PC4,-0.0590260944599473
GPM6A,-0.0102339364056844,-0.000519669529352056,0.0201171325791524,-0.0589901941728444,-0.0178488037140203,-0.0361647435713602,-0.0045178793697239,-0.0439850387838204,0.0292632028853959,-0.0925805819650296,PC4,-0.0589901941728444
MARVELD1,-0.0237063225956051,0.00392746731741309,0.00638104898503218,-0.0589385216684576,-0.0357866010980796,-0.00791685798542119,-0.0244245981826991,0.00872170586600616,0.0205390421628882,0.0138931315271441,PC4,-0.0589385216684576
DPYS,-0.017692875083382,0.000520822172076618,0.0169804384515846,-0.0588071293314016,-0.00896678401791306,-0.0325378609422891,-0.00274017081868108,-0.0136509532544623,0.00528038052213256,-0.0535037878800345,PC4,-0.0588071293314016
CDH11,-0.018789134324555,0.0179097665507345,0.0147596998342856,-0.057973476418949,-0.0439058084694762,-0.00726044351456969,-0.00614842086249565,-0.000855653204087034,0.0170688671080515,0.0208661487004622,PC4,-0.057973476418949
PEG10,-0.0155547368286366,0.0123317875929719,0.023487430709771,-0.0579582521775175,-0.022367753957373,-0.0317603007500138,-0.01125441837012,-0.0146354497463422,0.00900440562831553,0.0060869751503837,PC4,-0.0579582521775175
SALL1,-0.0134886081208896,-0.0150142860500006,0.0240527356575094,-0.0569882215174046,-0.0126346929256216,-0.0248351513420275,-0.00606820618627956,-0.0289254035888002,0.00897251418979501,-0.066417896388651,PC4,-0.0569882215174046
CALB2,-0.00646682710861569,-0.00569925461659321,0.0227293133389297,-0.0564310604487959,-0.0114167949287233,-0.0293194336771074,-0.0112362962217476,-0.0385132161605461,0.0353912300071513,-0.0773380376833295,PC4,-0.0564310604487959
DKK3,-0.0239325216806542,0.00818369867302519,0.0121205547937848,-0.0563947976726177,-0.0382035213353224,-0.0112286992545593,-0.022811287857233,0.0100739186513943,0.0193832110264637,0.0202636519356251,PC4,-0.0563947976726177
FKBP10,-0.0228120218997369,-0.000554272009103863,0.00431024319399897,-0.056363958640367,-0.0199807535538481,-0.018990527860875,-0.0262758190901724,0.000867402229721955,-0.015291736696808,0.0237525087892077,PC4,-0.056363958640367
EDIL3,-0.0141350054542846,0.0297843840918852,-0.0119972563372367,-0.0192311379938165,-0.0650068633433173,0.0229426014019684,0.0178640326441836,0.000931279451507175,0.00775664703187636,-0.00212468224967549,PC5,-0.0650068633433173
THBD,0.0214073432854699,-0.0139621837542877,0.0318063335432751,0.00458125724285181,-0.0640535975646934,-0.012488566797157,-0.00634155752919756,0.0298660726115342,-0.00459074943453655,-0.011907172207781,PC5,-0.0640535975646934
KRT5,-0.0120191112709696,0.0097938924351379,-0.0034440836903216,-0.0447506343353408,-0.0625792810504816,0.0130366504483635,-0.0261062760474597,0.00445270637706789,0.0354057016050859,0.0253899475507423,PC5,-0.0625792810504816
SCG3,0.016142571938793,0.0119961449389522,0.0100851219980527,0.0222678157980642,0.0586095726756672,-0.0366410501166449,-0.0281628633508784,-0.0316232790952701,-0.0108740793045039,-0.0320453052466582,PC5,0.0586095726756672
SULT1B1,0.0170029470759979,0.020230194624025,0.0110721379979697,0.0143514415615221,-0.0582603675170494,-0.0363690454662161,0.00813735258733757,0.0055657430057803,-0.00130363779959084,-0.0248067208187515,PC5,-0.0582603675170494
CD160,0.0128103654098881,0.0173608000192644,0.00622314756468589,0.000133055152850414,0.0579091460775658,0.00766896138139613,0.00834272176503022,0.0394027424122307,0.0509666973266326,-0.0124823785144836,PC5,0.0579091460775658
MMRN2,-0.0147542963869111,0.0124849847361262,-0.0194540408203721,-0.0453920650104554,-0.0565089156765304,-0.00726565671834463,-0.00251039268816433,0.000371102173831989,0.0151716441076565,-0.0294061667119151,PC5,-0.0565089156765304
